ISO2,ISO3,COUNTRY,REGION,LDC,LLDC,SIDS,YEAR,POP,POP_RANK,POP_PERCENTILE,PIP,PIP_RANK,PIP_PERCENTILE,IP,IP_1,IP_2,IP_3,IP_4,IP_5,IP_6,PEP,PEP_RANK,PEP_PERCENTILE,EP,EP_1,EP_2,EP_3,EP_4,POP_R,POP_R_RANK,POP_R_PERCENTILE,PARTY_CODE,PARTY_NAME
PE,PER,Peru,South America,0,0,0,2005,17.212641583329333,5.0,0.7777777777777778,20.3167,7.0,0.6842105263157895,35.15,19.300000000000008,49.1,11.400000000000006,35.2,25.9,70.0,14.108583166658669,8.0,0.631578947368421,24.409313437125725,43.62236778518737,10.678371934604904,14.466666666666669,28.86984736204396,0.578,7.0,0.7142857142857143,PP,Peru Posible
SR,SUR,Suriname,South America,0,0,1,2005,,,,,,,29.15833333333333,15.9,55.25,13.299999999999995,20.5,20.0,50.0,,,,,38.15814490850635,,,,,,,,
TT,TTO,Trinidad y Tobago,Caribbean,0,0,1,2005,7.635875362793337,12.0,0.3888888888888889,6.913438888888891,14.0,0.3157894736842105,21.672222222222228,15.03333333333334,35.0,16.60000000000001,16.0,17.4,30.0,8.358311836697784,12.0,0.4210526315789473,26.201604503754808,34.49275306033721,31.40778334402427,17.566666666666666,21.339214943991088,0.319,13.0,0.4285714285714285,PNM,People-s National Movement
UY,URY,Uruguay,South America,0,0,0,2005,11.51351469005302,9.0,0.5555555555555556,7.184789999999999,13.0,0.3684210526315789,13.716666666666663,7.099999999999994,24.9,11.099999999999994,4.8,4.4,30.0,15.84223938010604,6.0,0.7368421052631579,30.244825086113096,33.60722913612903,35.25497275204359,26.96666666666667,25.15043178961309,0.5238,8.0,0.6666666666666666,FA/EP,Broad Front / Progressive Encounter
VE,VEN,Venezuela,South America,0,0,0,2005,68.69957444442399,1.0,1.0,86.42553888888888,1.0,1.0,86.94722222222221,93.83333333333331,82.05,93.2,88.1,94.5,70.0,50.97360999995909,1.0,1.0,51.28129778667916,58.04997695866955,49.193290190735695,56.03333333333333,41.84859066397806,0.994,1.0,1.0,MVR,Fifth Republic Movement
AR,ARG,Argentina,South America,0,0,0,2006,33.10544291756671,4.0,0.85,35.69231666666667,4.0,0.8571428571428571,44.78333333333334,29.90000000000001,61.7,23.700000000000003,48.4,35.0,70.0,30.51856916846676,2.0,0.95,38.29180573207874,49.65260352084572,20.555457403194765,49.5,33.45916200427446,0.797,4.0,0.8636363636363636,FPV-PJ,Front for Victory
BB,BRB,Barbados,Caribbean,0,0,1,2006,8.145309648409928,13.0,0.4,4.755941666666667,19.0,0.1428571428571428,15.491666666666667,13.799999999999995,19.85,23.700000000000003,12.7,12.9,10.0,11.534677630153189,10.0,0.55,37.57223983763254,27.67218554824908,34.028479078959464,47.43333333333334,41.15496138998827,0.307,15.0,0.3636363636363636,BLP,Barbados Labour Party
BO,BOL,Bolivia,South America,0,1,0,2006,43.94609064777917,3.0,0.9,58.802266666666654,3.0,0.9047619047619048,62.62222222222221,53.63333333333333,73.6,53.5,69.19999999999999,55.8,70.0,29.089914628891695,3.0,0.9,30.97967479115197,54.252281655563365,27.565224795640333,15.800000000000002,26.30119271340419,0.939,2.0,0.9545454545454546,MAS,Movement for Socialism
BR,BRA,Brazil,South America,0,0,0,2006,23.85768220805865,5.0,0.8,22.9152,7.0,0.7142857142857143,34.1,12.399999999999997,58.2,10.200000000000005,55.400000000000006,18.4,50.0,24.800164416117305,5.0,0.8,36.90500657160313,56.10147848646712,23.867438692098094,41.23333333333333,26.417775774513963,0.672,6.0,0.7727272727272727,PT,Workers' Party
CL,CHL,Chile,South America,0,0,0,2006,6.6112932537665285,17.0,0.2,2.996411111111112,21.0,0.0476190476190476,6.255555555555557,3.833333333333338,14.5,2.4000000000000057,3.0,3.8,10.0,10.226175396421946,11.0,0.5,21.349009178333915,34.610249577782604,19.93317438692097,14.366666666666664,16.485946081965416,0.479,10.0,0.5909090909090909,PS,Socialist Party of Chile
CO,COL,Colombia,South America,0,0,0,2006,,,,,,,37.47777777777778,20.566666666666677,50.3,18.30000000000001,38.6,27.1,70.0,,,,32.32155416856341,42.34530882166502,20.554724002926413,33.6,32.786183849662194,,,,,
CR,CRI,Costa Rica,Central America,0,0,0,2006,7.298929344356935,15.0,0.3,6.461100000000001,17.0,0.238095238095238,19.94166666666667,5.1000000000000085,34.45,5.1000000000000085,17.9,7.1,50.0,8.136758688713869,13.0,0.4,25.11345274294404,38.226829321444974,17.069754768392364,25.433333333333334,19.723893548605474,0.324,13.0,0.4545454545454545,PLN,National Liberation Party
NA,CUB,Cuba,Caribbean,0,0,1,2006,,,,,,,,89.40000000000002,,92.1,60.5,85.0,,,,,,,,,,0.7916000000000001,5.0,0.8181818181818182,PCC,Communist Party of Cuba
DO,DOM,Dominican Republic,Caribbean,0,0,1,2006,10.028932687483968,12.0,0.45,13.868883333333333,11.0,0.5238095238095238,74.56388888888888,69.53333333333335,73.85,83.3,76.7,74.0,70.0,6.188982041634604,16.0,0.25,33.2740969980355,44.29044609437387,11.828780653950956,50.23333333333333,26.74382791048385,0.186,19.0,0.1818181818181818,PLD,Dominican Liberation Party
EC,ECU,Ecuador,South America,0,0,0,2006,,,,,,,59.06944444444444,53.46666666666666,70.05,35.599999999999994,64.1,61.2,70.0,,,,40.38649360229972,55.30888155160965,19.36859673024524,57.96666666666667,28.901829460677327,,,,,
SV,SLV,El Salvador,Central America,0,0,0,2006,3.3507292512963023,20.0,0.05,4.8951,18.0,0.1904761904761904,58.275,52.900000000000006,65.55,52.0,73.1,56.10000000000001,50.0,1.806358502592604,20.0,0.05,21.50426788800719,41.80171236012583,8.36723433242507,15.699999999999998,20.14812485947786,0.084,22.0,0.0454545454545454,ARENA,Nationalist Republican Alliance
GT,GTM,Guatemala,Central America,0,0,0,2006,7.056548745627913,16.0,0.25,9.64561111111111,13.0,0.4285714285714285,56.73888888888888,42.73333333333333,76.1,24.0,74.2,53.400000000000006,70.0,4.467486380144715,18.0,0.15,26.279331647910084,52.07501146226006,9.417823055800447,23.96666666666667,19.657825406913155,0.17,20.0,0.1363636363636363,GANA,Grand National Alliance
GY,GUY,Guyana,South America,0,0,1,2006,,,,12.182819444444444,12.0,0.4761904761904761,60.013888888888886,50.23333333333333,70.35,64.5,70.7,54.3,50.0,,,,,42.99166159623035,,33.1,31.908925417254277,0.203,18.0,0.2272727272727272,PPP,People's Progressive Party
HT,HTI,Haiti,Haiti,1,0,1,2006,45.09928698657422,2.0,0.95,62.59406222222222,2.0,0.9523809523809524,68.15555555555555,60.833333333333336,80.7,28.60000000000001,76.4,72.39999999999999,90.0,27.60451175092622,4.0,0.85,30.057177429144406,48.35440193604325,11.328031335149872,37.13333333333333,23.412943112051167,0.9184,3.0,0.9090909090909092,FL,Lavalas Family
HN,HND,Honduras,Central America,0,0,0,2006,14.211745539918097,10.0,0.55,20.977766666666668,10.0,0.5714285714285714,71.84166666666667,58.7,78.95,77.0,80.9,65.5,70.0,7.445724413169521,15.0,0.3,25.499056209484664,47.50647346273024,8.910967302452313,19.3,26.278784072756103,0.292,16.0,0.3181818181818182,PLH,Liberal Party of Honduras
JM,JAM,Jamaica,Caribbean,0,0,1,2006,6.384191151401085,18.0,0.15,6.824133333333332,16.0,0.2857142857142857,26.866666666666664,14.399999999999997,42.6,19.099999999999994,18.2,16.900000000000002,50.0,5.944248969468838,17.0,0.2,23.40255499790881,33.925868627240554,13.062625273023365,19.03333333333333,27.588392758037976,0.254,17.0,0.2727272727272727,PNP,People's National Party
MX,MEX,Mexico,Central America,0,0,0,2006,3.9465683558154976,19.0,0.1,4.314886111111112,20.0,0.0952380952380952,39.58611111111112,32.76666666666667,50.85,30.90000000000001,37.7,35.3,50.0,3.5782506005198838,19.0,0.1,32.827987160732874,40.350863293715285,24.364812380019,32.9,33.69627296919721,0.109,21.0,0.0909090909090909,PAN,National Action Party
NI,NIC,Nicaragua,Central America,0,0,0,2006,15.114699421241903,9.0,0.6,22.15761388888889,8.0,0.6666666666666666,62.769444444444446,66.66666666666667,67.45,34.8,61.9,75.8,70.0,8.071784953594918,14.0,0.35,22.86624632746436,41.48292343963703,8.893596730245221,19.23333333333333,21.85513180664185,0.353,12.0,0.5,PLC,Constitutionalist Liberal Party
PA,PAN,Panama,Central America,0,0,0,2006,17.572782142094876,7.0,0.7,23.54158611111111,6.0,0.7619047619047619,47.59722222222222,36.23333333333333,55.65,29.200000000000003,48.3,46.2,70.0,11.603978173078644,9.0,0.6,23.461338805254037,40.85963260976589,16.97070844686648,13.266666666666666,22.74834749771709,0.4946,9.0,0.6363636363636364,PRD,Democratic Revolutionary Party
PY,PRY,Paraguay,South America,0,1,0,2006,20.796786878324426,6.0,0.75,27.796015,5.0,0.8095238095238095,59.725,42.00000000000001,80.05000000000001,31.200000000000003,79.10000000000001,56.00000000000001,70.0,13.797558756648844,7.0,0.7,29.646666860010413,56.73788750058615,11.244346049046309,25.7,24.904433890409194,0.4654,11.0,0.5454545454545454,ANR-PC,National Republican Association - Colorado Party
PE,PER,Peru,South America,0,0,0,2006,17.2838249750299,8.0,0.65,21.491966666666663,9.0,0.6190476190476191,37.18333333333334,20.8,52.1,13.299999999999995,39.2,27.700000000000003,70.0,13.075683283393134,8.0,0.65,22.622289417635184,41.08754446860612,10.133412806539503,15.333333333333334,23.934867062061784,0.578,7.0,0.7272727272727273,PP,Peru Posible
SR,SUR,Suriname,South America,0,0,1,2006,,,,,,,26.40833333333333,15.9,38.75,13.299999999999995,20.5,20.0,50.0,,,,,44.62726811334384,,,,,,,,
TT,TTO,Trinidad y Tobago,Caribbean,0,0,1,2006,7.970330726438524,14.0,0.35,7.019772222222223,14.0,0.3809523809523809,22.00555555555556,15.03333333333334,37.0,16.60000000000001,16.0,17.4,30.0,8.920889230654826,12.0,0.45,27.965170002052744,37.69984170034999,34.53058583106268,17.433333333333334,22.19691914346499,0.319,14.0,0.4090909090909091,PNM,People-s National Movement
UY,URY,Uruguay,South America,0,0,0,2006,11.768376531459486,11.0,0.5,6.850346666666666,15.0,0.3333333333333333,13.133333333333333,7.099999999999994,21.4,11.099999999999994,4.8,4.4,30.0,16.686406396252305,6.0,0.75,31.99080980876592,38.39780679532998,34.846253405994545,32.333333333333336,22.385845700405824,0.5216000000000001,8.0,0.6818181818181818,FA/EP,Broad Front / Progressive Encounter
VE,VEN,Venezuela,South America,0,0,0,2006,69.57539707895316,1.0,1.0,87.22626111111111,1.0,1.0,87.75277777777778,94.86666666666667,82.55,96.1,88.1,94.9,70.0,51.92453304679521,1.0,1.0,52.2379608116652,64.73942753100863,47.168290190735696,55.36666666666667,41.67745885824984,0.994,1.0,1.0,MVR,Fifth Republic Movement
AR,ARG,Argentina,South America,0,0,0,2007,33.52243814776703,6.0,0.7619047619047619,36.224222222222224,6.0,0.7727272727272727,45.11111111111111,31.066666666666663,60.2,25.599999999999994,48.4,35.4,70.0,30.820654073311847,3.0,0.9047619047619048,38.38188552093629,47.79432237467108,23.382736132197834,46.2,36.15048357687628,0.803,5.0,0.8260869565217391,FPV-PJ,Front for Victory
BB,BRB,Barbados,Caribbean,0,0,1,2007,8.430439025855812,14.0,0.3809523809523809,4.858275,20.0,0.1363636363636363,15.825,13.799999999999995,21.85,23.700000000000003,12.7,12.9,10.0,12.002603051711622,11.0,0.5238095238095238,39.09642687853949,27.652590585235505,36.04481806354846,54.46666666666667,38.22163219870731,0.307,16.0,0.3478260869565217,BLP,Barbados Labour Party
BO,BOL,Bolivia,South America,0,1,0,2007,44.51521508042605,3.0,0.9047619047619048,58.567516666666656,4.0,0.8636363636363636,62.37222222222221,53.63333333333333,72.1,53.5,69.19999999999999,55.8,70.0,30.462913494185447,4.0,0.8571428571428571,32.441867405948294,55.63260992703507,26.379938692098094,23.03333333333333,24.7215876713267,0.939,3.0,0.9130434782608696,MAS,Movement for Socialism
BR,BRA,Brazil,South America,0,0,0,2007,24.038755995934245,7.0,0.7142857142857143,22.74805,9.0,0.6363636363636364,34.23333333333333,12.399999999999997,59.2,10.200000000000005,55.400000000000006,18.2,50.0,25.32946199186849,6.0,0.7619047619047619,38.11807673719863,55.74544990152639,23.98945845608106,45.8,26.93739859118704,0.6645000000000001,8.0,0.6956521739130435,PT,Workers' Party
CL,CHL,Chile,South America,0,0,0,2007,6.600645626593895,18.0,0.1904761904761904,2.9458500000000005,22.0,0.0454545454545454,6.150000000000001,3.600000000000004,15.0,1.7000000000000028,3.0,3.6,10.0,10.25544125318779,12.0,0.4761904761904761,21.41010700039205,35.06006126776925,20.164782016348767,16.733333333333334,13.682251384116816,0.479,11.0,0.5652173913043478,PS,Socialist Party of Chile
CO,COL,Colombia,South America,0,0,0,2007,,,,,,,37.74722222222223,20.53333333333333,50.55,17.5,41.1,26.8,70.0,,,,33.232706507773315,42.08586004510574,22.370125016568608,39.9,28.57484096941893,,,,,
CR,CRI,Costa Rica,Central America,0,0,0,2007,8.118804322724637,15.0,0.3333333333333333,6.644700000000001,17.0,0.2727272727272727,20.508333333333336,5.1000000000000085,37.95,5.1000000000000085,17.9,7.000000000000001,50.0,9.592908645449272,13.0,0.4285714285714285,29.607742732868125,37.05332177547994,17.083378746594,47.63333333333333,16.660937076065224,0.324,14.0,0.4347826086956521,PLN,National Liberation Party
NA,CUB,Cuba,Caribbean,0,0,1,2007,,,,,,,,89.40000000000002,,92.1,60.5,84.8,,,,,,,,,,0.7918000000000001,6.0,0.782608695652174,PCC,Communist Party of Cuba
DO,DOM,Dominican Republic,Caribbean,0,0,1,2007,9.119388489735964,13.0,0.4285714285714285,12.721427083333335,12.0,0.5,74.06944444444446,69.06666666666668,73.35,80.9,76.7,74.4,70.0,5.517349896138588,18.0,0.1904761904761904,32.12430798333966,45.61885390489278,11.371014986376023,48.93333333333334,22.574029708756512,0.17175,20.0,0.1739130434782608,PLD,Dominican Liberation Party
EC,ECU,Ecuador,South America,0,0,0,2007,50.21228474552639,2.0,0.9523809523809524,61.993363888888894,2.0,0.9545454545454546,63.45277777777778,59.366666666666674,68.65,55.7,62.3,64.7,70.0,38.431205602163885,2.0,0.9523809523809524,39.33593203906232,54.67644308702791,19.36859673024524,55.16666666666666,28.132021672309463,0.977,2.0,0.9565217391304348,PAIS,PAIS Alliance
SV,SLV,El Salvador,Central America,0,0,0,2007,3.3549043470284445,21.0,0.0476190476190476,4.8937,19.0,0.1818181818181818,58.25833333333333,52.900000000000006,65.55,52.0,73.1,56.00000000000001,50.0,1.8161086940568891,21.0,0.0476190476190476,21.62034159591535,41.77567772148462,7.707518035055955,17.433333333333334,19.564837293787484,0.084,23.0,0.0434782608695652,ARENA,Nationalist Republican Alliance
GT,GTM,Guatemala,Central America,0,0,0,2007,6.856739640162397,17.0,0.238095238095238,9.502055555555556,14.0,0.4090909090909091,55.89444444444444,41.766666666666666,74.6,21.099999999999994,74.2,53.7,70.0,4.211423724769238,19.0,0.1428571428571428,24.77308073393669,50.434051464414246,9.418426430517712,22.8,16.439845040814816,0.17,21.0,0.1304347826086956,GANA,Grand National Alliance
GY,GUY,Guyana,South America,0,0,1,2007,,,,11.261076666666666,13.0,0.4545454545454545,62.14722222222222,50.23333333333333,72.85,64.5,70.7,54.6,60.0,,,,,41.95454725242568,,38.63333333333333,29.931544544840115,0.1812,19.0,0.217391304347826,PPP,People's Progressive Party
HT,HTI,Haiti,Haiti,1,0,1,2007,42.811678013557646,4.0,0.8571428571428571,59.65590999999999,3.0,0.9090909090909092,65.28333333333333,54.6,79.2,20.099999999999994,76.4,71.39999999999999,90.0,25.967446027115304,5.0,0.8095238095238095,28.4169906184234,46.95440193604325,11.328031335149872,32.6,22.78552920250048,0.9138,4.0,0.8695652173913043,FL,Lavalas Family
HN,HND,Honduras,Central America,0,0,0,2007,13.500131209919363,10.0,0.5714285714285714,20.265616666666663,10.0,0.5909090909090909,71.8638888888889,58.833333333333336,77.85,77.0,81.69999999999999,65.8,70.0,6.734645753172065,16.0,0.2857142857142857,23.881722528978955,45.28987980018511,9.86464577656676,19.5,20.872364539163947,0.282,17.0,0.3043478260869565,PLH,Liberal Party of Honduras
JM,JAM,Jamaica,Caribbean,0,0,1,2007,6.390442603384695,19.0,0.1428571428571428,6.642100000000001,18.0,0.2272727272727272,26.15,13.699999999999998,41.1,17.0,18.2,16.900000000000002,50.0,6.138785206769389,17.0,0.238095238095238,24.168445695942477,35.08859408615792,13.356135830696276,23.0,25.229052866915715,0.254,18.0,0.2608695652173913,PNP,People's National Party
MX,MEX,Mexico,Central America,0,0,0,2007,3.9014595822122784,20.0,0.0952380952380952,4.373019444444445,21.0,0.0909090909090909,40.11944444444445,33.56666666666667,51.35,30.90000000000001,37.7,37.2,50.0,3.429899719980112,20.0,0.0952380952380952,31.466969908074425,39.67301521666023,24.364812380019,37.66666666666666,24.163385368951825,0.109,22.0,0.0869565217391304,PAN,National Action Party
NI,NIC,Nicaragua,Central America,0,0,0,2007,35.779212223968926,5.0,0.8095238095238095,54.96166,5.0,0.8181818181818182,77.14999999999999,81.5,77.69999999999999,66.19999999999999,81.39999999999999,86.1,70.0,16.59676444793785,7.0,0.7142857142857143,23.296974239104223,41.78494625767706,9.922251567786796,23.03333333333333,18.44736579761971,0.7124,7.0,0.7391304347826086,FSLN,Sandinista National Liberation Front
PA,PAN,Panama,Central America,0,0,0,2007,18.280269958672783,9.0,0.6190476190476191,24.37868888888889,8.0,0.6818181818181818,47.763888888888886,36.23333333333333,56.65,29.200000000000003,48.3,46.2,70.0,12.181851028456672,9.0,0.6190476190476191,23.86726298678815,40.564449387511225,16.97070844686648,18.066666666666663,19.867227446108217,0.5104000000000001,10.0,0.6086956521739131,PRD,Democratic Revolutionary Party
PY,PRY,Paraguay,South America,0,1,0,2007,18.63938744295356,8.0,0.6666666666666666,25.104521666666667,7.0,0.7272727272727273,57.55277777777778,38.16666666666667,79.05000000000001,27.200000000000003,79.10000000000001,51.8,70.0,12.174253219240452,10.0,0.5714285714285714,27.90979646776812,56.0701007153147,11.366961852861031,20.53333333333333,23.66878996956341,0.4362,12.0,0.5217391304347826,ANR-PC,National Republican Association - Colorado Party
PE,PER,Peru,South America,0,0,0,2007,10.181234232302373,12.0,0.4761904761904761,12.7642,11.0,0.5454545454545454,37.32222222222222,23.73333333333333,52.1,19.3,39.2,29.6,60.0,7.598268464604743,15.0,0.3333333333333333,22.217159253230243,41.03518916565873,9.588453678474105,18.1,20.144994168788145,0.342,13.0,0.4782608695652174,APRA/PAP,American Popular Revolutionary Alliance / Peruvian Aprista Party
SR,SUR,Suriname,South America,0,0,1,2007,,,,,,,27.274999999999995,15.9,44.25,13.299999999999995,20.5,19.7,50.0,,,,,45.50150189851223,,,,,,,,
TT,TTO,Trinidad y Tobago,Caribbean,0,0,1,2007,7.932789810205153,16.0,0.2857142857142857,7.120788888888889,15.0,0.3636363636363636,22.322222222222223,15.03333333333334,39.0,16.60000000000001,16.0,17.299999999999997,30.0,8.744790731521418,14.0,0.3809523809523809,27.41313708940883,37.36276511323404,33.42704359673024,18.433333333333334,20.429406314337697,0.319,15.0,0.391304347826087,PNM,People-s National Movement
UY,URY,Uruguay,South America,0,0,0,2007,11.60603269287515,11.0,0.5238095238095238,6.951303333333332,16.0,0.3181818181818182,13.383333333333333,7.099999999999994,22.9,11.099999999999994,4.8,4.4,30.0,16.26076205241697,8.0,0.6666666666666666,31.306819507926395,39.46138264834075,34.30129427792916,32.300000000000004,19.164601105435665,0.5194,9.0,0.6521739130434783,FA/EP,Broad Front / Progressive Encounter
VE,VEN,Venezuela,South America,0,0,0,2007,71.15426605474434,1.0,1.0,88.72278333333333,1.0,1.0,89.25833333333333,95.2,85.25,96.1,93.5,95.5,70.0,53.58574877615536,1.0,1.0,53.9092040001563,65.02129706474875,47.9932901907357,50.8,51.82222874514073,0.994,1.0,1.0,MVR,Fifth Republic Movement
AR,ARG,Argentina,South America,0,0,0,2008,35.42664577111712,6.0,0.7619047619047619,37.9626,7.0,0.7272727272727273,45.355555555555554,32.43333333333333,59.7,24.3,48.4,37.3,70.0,32.89069154223426,3.0,0.9047619047619048,39.29592776849972,49.68230518738514,27.168546386660445,48.33795623,31.994903269953284,0.837,5.0,0.8260869565217391,FPV-PJ,Front for Victory
BB,BRB,Barbados,Caribbean,0,0,1,2008,20.70348985687477,9.0,0.6190476190476191,12.1527,13.0,0.4545454545454545,16.075,13.799999999999995,22.85,23.700000000000003,12.7,13.4,10.0,29.254279713749558,5.0,0.8095238095238095,38.69613718749941,27.937589900693222,34.009366485013615,55.33131011999999,37.50628224429081,0.756,7.0,0.7391304347826086,DLP,Democratic Labour Party
BO,BOL,Bolivia,South America,0,1,0,2008,44.92500155192419,3.0,0.9047619047619048,59.574333333333335,3.0,0.9090909090909092,63.44444444444445,53.866666666666674,71.1,55.2,69.19999999999999,56.3,75.0,30.27566977051504,4.0,0.8571428571428571,32.24245981950484,56.35380337580157,26.379938692098094,21.18137858333333,25.054718626786357,0.939,3.0,0.9130434782608696,MAS,Movement for Socialism
BR,BRA,Brazil,South America,0,0,0,2008,23.770674117378768,8.0,0.6666666666666666,22.7103,9.0,0.6363636363636364,34.56666666666666,12.399999999999997,61.2,10.200000000000005,55.400000000000006,18.2,50.0,24.83104823475753,7.0,0.7142857142857143,37.79459396462334,56.4610024634685,23.312167894252944,44.75421922666667,26.65098627410523,0.657,10.0,0.6086956521739131,PT,Workers' Party
CL,CHL,Chile,South America,0,0,0,2008,6.776451276596108,18.0,0.1904761904761904,2.9458500000000005,22.0,0.0454545454545454,6.150000000000001,3.600000000000004,15.0,1.7000000000000028,3.0,3.6,10.0,10.607052553192217,13.0,0.4285714285714285,22.14415981877289,35.837447586131226,22.208378746594,17.060044423333334,13.470768519032994,0.479,13.0,0.4782608695652174,PS,Socialist Party of Chile
CO,COL,Colombia,South America,0,0,0,2008,,,,,,,36.14722222222223,20.433333333333334,51.05,17.5,41.1,26.8,60.0,,,,32.886569909464896,42.96426780014648,20.200656182717765,39.53299449666667,28.848361158328665,,,,,
CR,CRI,Costa Rica,Central America,0,0,0,2008,8.144822916542303,17.0,0.238095238095238,6.6717,18.0,0.2272727272727272,20.59166666666667,5.1000000000000085,38.45,5.1000000000000085,17.9,7.000000000000001,50.0,9.617945833084606,14.0,0.3809523809523809,29.685018003347547,38.36881256401652,16.332254768392367,47.35022367333334,16.68878100764796,0.324,16.0,0.3478260869565217,PLN,National Liberation Party
NA,CUB,Cuba,Caribbean,0,0,1,2008,,,,,,,,89.33333333333333,,92.1,60.5,85.3,,,,,,,,,,0.792,6.0,0.782608695652174,PCC,Communist Party of Cuba
DO,DOM,Dominican Republic,Caribbean,0,0,1,2008,8.327505458490348,15.0,0.3333333333333333,11.6869375,14.0,0.4090909090909091,74.20277777777778,69.06666666666668,74.35,80.9,76.7,74.2,70.0,4.968073416980697,19.0,0.1428571428571428,31.54332328241712,42.659282547102926,13.183270730478135,46.90852324333334,23.42221660875407,0.1575,21.0,0.1304347826086956,PLD,Dominican Liberation Party
EC,ECU,Ecuador,South America,0,0,0,2008,53.33817444544613,2.0,0.9523809523809524,66.61084722222222,2.0,0.9545454545454546,68.49444444444444,68.76666666666667,69.5,69.8,62.0,70.89999999999999,70.0,40.06550166867004,2.0,0.9523809523809524,41.19845929940364,55.72467466367616,21.11859673024523,58.6254611,29.32510470369317,0.9725,2.0,0.9565217391304348,PAIS,PAIS Alliance
SV,SLV,El Salvador,Central America,0,0,0,2008,3.296968354118073,21.0,0.0476190476190476,4.744600000000001,20.0,0.1363636363636363,56.48333333333334,50.20000000000001,64.69999999999999,52.0,69.39999999999999,52.6,50.0,1.8493367082361452,21.0,0.0476190476190476,22.01591319328744,41.796216964536775,9.315030640736424,17.744566430000003,19.20783873787657,0.084,23.0,0.0434782608695652,ARENA,Nationalist Republican Alliance
GT,GTM,Guatemala,Central America,0,0,0,2008,30.14452940753378,7.0,0.7142857142857143,41.28579999999999,6.0,0.7727272727272727,55.49166666666665,41.1,73.44999999999999,21.099999999999994,72.89999999999999,54.400000000000006,70.0,19.00325881506757,8.0,0.6666666666666666,25.542014536381146,50.22145392343722,9.023331062670296,25.70162908,17.221644079417068,0.744,8.0,0.6956521739130435,UNE,National Unity of Hope
GY,GUY,Guyana,South America,0,0,1,2008,,,,9.90626722222222,15.0,0.3636363636363636,62.14722222222222,50.23333333333333,72.85,64.5,70.7,54.6,60.0,,,,,42.2331640440079,,45.38044226666667,30.369238695077883,0.1594,20.0,0.1739130434782608,PPP,People's Progressive Party
HT,HTI,Haiti,Haiti,1,0,1,2008,43.57806243789021,4.0,0.8571428571428571,59.33035111111111,4.0,0.8636363636363636,65.25555555555556,54.53333333333333,79.2,20.099999999999994,76.4,71.3,90.0,27.8257737646693,6.0,0.7619047619047619,30.604678579706665,47.88162626270992,11.328031335149872,34.898852573333336,28.31020414763352,0.9092,4.0,0.8695652173913043,FL,Lavalas Family
HN,HND,Honduras,Central America,0,0,0,2008,12.94093927852406,12.0,0.4761904761904761,19.20546666666667,11.0,0.5454545454545454,70.60833333333333,56.9,78.35,71.2,81.69999999999999,65.5,70.0,6.676411890381447,17.0,0.238095238095238,24.54563194993179,47.41217103146377,8.475000000000001,22.09072426,20.204632508263387,0.272,18.0,0.2608695652173913,PLH,Liberal Party of Honduras
JM,JAM,Jamaica,Caribbean,0,0,1,2008,5.679867472070452,19.0,0.1428571428571428,5.922975000000001,19.0,0.1818181818181818,26.15,13.699999999999998,40.6,17.0,18.2,17.4,50.0,5.436759944140903,18.0,0.1904761904761904,24.00335516176999,35.355543724331355,13.299156031691131,21.89580494,25.462915951057468,0.2265,19.0,0.217391304347826,JLP,Jamaica Labour Party
MX,MEX,Mexico,Central America,0,0,0,2008,3.8257090164071017,20.0,0.0952380952380952,4.368175,21.0,0.0909090909090909,40.075,33.400000000000006,52.35,30.90000000000001,37.7,36.1,50.0,3.2832430328142035,20.0,0.0952380952380952,30.121495713891772,40.49964067465195,19.17935967302453,37.44481602,23.36216648789062,0.109,22.0,0.0869565217391304,PAN,National Action Party
NI,NIC,Nicaragua,Central America,0,0,0,2008,36.94136819335877,5.0,0.8095238095238095,55.74961,5.0,0.8181818181818182,79.325,83.99999999999999,77.94999999999999,69.6,81.89999999999999,87.5,75.0,18.13312638671753,9.0,0.6190476190476191,25.80126122185193,42.73010432180498,13.488497409301694,26.482867313333333,20.503575842967717,0.7028,9.0,0.6521739130434783,FSLN,Sandinista National Liberation Front
PA,PAN,Panama,Central America,0,0,0,2008,18.841387343711038,10.0,0.5714285714285714,25.308758333333333,8.0,0.6818181818181818,48.09722222222222,36.23333333333333,58.65,29.200000000000003,48.3,46.2,70.0,12.374016354088734,11.0,0.5238095238095238,23.515804549769545,40.51145396847737,16.97070844686648,16.614251196666668,19.966804587067656,0.5262,11.0,0.5652173913043478,PRD,Democratic Revolutionary Party
PY,PRY,Paraguay,South America,0,1,0,2008,15.689749836597583,11.0,0.5238095238095238,20.429138888888883,10.0,0.5909090909090909,50.19444444444444,29.96666666666667,72.19999999999999,19.5,70.39999999999999,44.1,65.0,10.950360784306284,12.0,0.4761904761904761,26.90506335210389,52.55646485124498,10.65465102548374,21.129031826666665,23.280105705020183,0.407,14.0,0.4347826086956521,ANR-PC,National Republican Association - Colorado Party
PE,PER,Peru,South America,0,0,0,2008,9.989690337961283,14.0,0.3809523809523809,12.8212,12.0,0.5,37.48888888888889,23.73333333333333,53.1,19.3,39.2,29.6,60.0,7.158180675922571,16.0,0.2857142857142857,20.930352853574767,37.59556913088023,9.097990463215254,18.0248604,19.002991420203585,0.342,15.0,0.391304347826087,APRA/PAP,American Popular Revolutionary Alliance / Peruvian Aprista Party
