ISO2,ISO3,COUNTRY,REGION,LDC,LLDC,SIDS,YEAR,POP,POP_RANK,POP_PERCENTILE,PIP,PIP_RANK,PIP_PERCENTILE,IP,IP_1,IP_2,IP_3,IP_4,IP_5,IP_6,PEP,PEP_RANK,PEP_PERCENTILE,EP,EP_1,EP_2,EP_3,EP_4,POP_R,POP_R_RANK,POP_R_PERCENTILE,PARTY_CODE,PARTY_NAME
PA,PAN,Panama,Central America,0,0,0,2002,12.735084466423402,9.0,0.6190476190476191,17.028313888888892,9.0,0.6363636363636364,46.09722222222223,35.333333333333336,49.15,29.200000000000003,48.3,44.6,70.0,8.441855043957913,13.0,0.4285714285714285,22.85288317259857,40.39784089380435,16.97070844686648,7.400000000000001,26.642983349723465,0.3694,9.0,0.6521739130434783,PPA,Panamenista Party / Authentic Panameñista Party
PY,PRY,Paraguay,South America,0,1,0,2002,24.535787996702613,3.0,0.9047619047619048,33.32725277777779,4.0,0.8636363636363636,64.2638888888889,45.333333333333336,85.75,30.40000000000001,91.5,62.6,70.0,15.744323215627436,4.0,0.8571428571428571,30.35928117166879,52.6456050725127,11.443025075313956,26.23333333333333,31.115161205515182,0.5186000000000001,7.0,0.7391304347826086,ANR-PC,National Republican Association - Colorado Party
PE,PER,Peru,South America,0,0,0,2002,17.195772595932546,7.0,0.7142857142857143,20.49652222222222,7.0,0.7272727272727273,35.46111111111112,21.066666666666663,45.6,13.700000000000005,35.2,27.200000000000003,70.0,13.895022969642874,6.0,0.7619047619047619,24.039832127409817,42.53150767088976,11.495810626702998,15.9,26.2320102120465,0.578,6.0,0.782608695652174,PP,Peru Posible
SR,SUR,Suriname,South America,0,0,1,2002,,,,,,,29.15833333333333,15.9,55.25,13.299999999999995,20.5,20.0,50.0,,,,,38.15814490850635,,,,,,,,
TT,TTO,Trinidad y Tobago,Caribbean,0,0,1,2002,7.732451096207537,13.0,0.4285714285714285,6.9542,15.0,0.3636363636363636,21.8,16.100000000000005,31.5,19.5,16.0,17.7,30.0,8.510702192415074,12.0,0.4761904761904761,26.67931721760211,35.04830312493856,30.00182202858591,15.733333333333334,25.933810383550643,0.319,12.0,0.5217391304347826,PNM,People-s National Movement
UY,URY,Uruguay,South America,0,0,0,2002,3.146485065011825,19.0,0.1428571428571428,2.0131222222222216,22.0,0.0454545454545454,14.077777777777776,6.566666666666663,30.4,7.599999999999994,4.8,5.1,30.0,4.27984790780143,18.0,0.1904761904761904,29.92900634826175,32.70604938795646,39.41028610354224,16.633333333333336,30.96635656821497,0.143,19.0,0.217391304347826,PC,Colorado Party
VE,VEN,Venezuela,South America,0,0,0,2002,62.51641656605472,1.0,1.0,78.30787222222223,1.0,1.0,78.78055555555557,75.43333333333334,80.55,78.0,88.1,80.60000000000001,70.0,46.72496090988721,1.0,1.0,47.00700292745192,56.234539762405895,33.59734318874486,47.7,50.49612875865692,0.994,1.0,1.0,MVR,Fifth Republic Movement
AR,ARG,Argentina,South America,0,0,0,2003,31.728830142225306,4.0,0.8571428571428571,34.30742777777778,4.0,0.8636363636363636,43.37222222222223,29.03333333333333,56.7,23.0,48.4,33.1,70.0,29.150232506672825,2.0,0.9523809523809524,36.852379907298136,44.10568605505864,20.376016000927592,43.833333333333336,39.09448423987296,0.791,3.5,0.8913043478260869,FPV-PJ,Front for Victory
BB,BRB,Barbados,Caribbean,0,0,1,2003,7.40309961549406,14.0,0.3809523809523809,4.832691666666666,19.0,0.1818181818181818,15.741666666666667,13.799999999999995,21.35,23.700000000000003,12.7,12.9,10.0,9.973507564321451,11.0,0.5238095238095238,32.48699532352265,22.31191099198118,24.61954946435856,48.3,34.71652083775088,0.307,16.0,0.3478260869565217,BLP,Barbados Labour Party
BO,BOL,Bolivia,South America,0,1,0,2003,5.116969532215959,17.0,0.238095238095238,6.48158888888889,17.0,0.2727272727272727,53.12777777777779,40.36666666666667,71.6,24.3,63.2,49.3,70.0,3.752350175543026,19.0,0.1428571428571428,30.756968651992025,57.88982995536538,21.74768392370572,14.933333333333332,28.457027395563657,0.122,21.0,0.1304347826086956,MNR,Revolutionary Nationalist Movement
BR,BRA,Brazil,South America,0,0,0,2003,24.87431151660645,6.0,0.7619047619047619,24.41803125,8.0,0.6818181818181818,35.975,17.8,56.45,14.200000000000005,52.900000000000006,24.5,50.0,25.33059178321291,5.0,0.8095238095238095,37.319472240461,51.97102392947,22.460081743869218,40.46666666666667,34.38011662183813,0.6787500000000001,6.0,0.782608695652174,PT,Workers' Party
CL,CHL,Chile,South America,0,0,0,2003,4.654523658705046,19.0,0.1428571428571428,2.189094444444445,21.0,0.0909090909090909,7.0388888888888905,4.933333333333337,14.0,5.700000000000003,3.0,4.6,10.0,7.119952872965648,15.0,0.3333333333333333,22.89373914136864,34.12569813049546,22.45361035422343,15.666666666666666,19.328981414089007,0.311,15.0,0.391304347826087,PPD,Party for Democracy
CO,COL,Colombia,South America,0,0,0,2003,,,,,,,37.86111111111112,21.36666666666667,50.3,18.30000000000001,38.6,28.6,70.0,,,,31.421117362135448,41.90984693168424,14.303954520139072,34.5,34.970667996718475,,,,,
CR,CRI,Costa Rica,Central America,0,0,0,2003,11.242482091965464,12.0,0.4761904761904761,9.677908333333336,12.0,0.5,18.647222222222226,4.533333333333341,33.55,5.1000000000000085,12.1,6.6000000000000005,50.0,12.807055850597594,9.0,0.6190476190476191,24.676408189976097,35.2490373148933,19.76730245231608,25.33333333333333,18.355959659361677,0.519,10.0,0.6086956521739131,PUSC,Social Christian Unity Party
NA,CUB,Cuba,Caribbean,0,0,1,2003,,,,,,,,89.40000000000002,,92.1,60.5,85.0,,,,,,,,,,0.791,3.5,0.8913043478260869,PCC,Communist Party of Cuba
DO,DOM,Dominican Republic,Caribbean,0,0,1,2003,18.80090109851021,8.0,0.6666666666666666,25.833135416666668,7.0,0.7272727272727273,74.60833333333333,69.89999999999999,72.85,85.0,76.7,73.2,70.0,11.768666780353753,10.0,0.5714285714285714,33.98892932954152,45.77671407882454,9.876464577656677,42.76666666666667,37.53587199501818,0.34625,13.0,0.4782608695652174,PRD,Dominican Revolutionary Party
EC,ECU,Ecuador,South America,0,0,0,2003,34.00372646177684,3.0,0.9047619047619048,42.13597777777778,3.0,0.9090909090909092,57.28888888888889,52.63333333333333,68.6,31.5,60.2,60.8,70.0,25.87147514577589,3.0,0.9047619047619048,35.17535709826769,54.27430410210368,18.033446866485026,35.4,32.99367742448206,0.7355,5.0,0.8260869565217391,PSP,Patriotic Society Party
SV,SLV,El Salvador,Central America,0,0,0,2003,3.170498421266487,21.0,0.0476190476190476,4.795786111111112,20.0,0.1363636363636363,57.78055555555556,52.03333333333333,66.65,52.1,69.3,56.6,50.0,1.5452107314218613,21.0,0.0476190476190476,18.61699676411881,34.242841610776416,4.825000000000003,15.4,20.000145445698813,0.083,23.0,0.0434782608695652,ARENA,Nationalist Republican Alliance
GT,GTM,Guatemala,Central America,0,0,0,2003,24.15798402387116,7.0,0.7142857142857143,33.53457777777778,6.0,0.7727272727272727,57.422222222222224,44.83333333333334,73.2,25.90000000000001,75.4,55.2,70.0,14.781390269964543,7.0,0.7142857142857143,25.310599777336552,51.81635691367385,9.52471534333354,17.233333333333334,22.66799351900549,0.584,7.0,0.7391304347826086,FRG,Guatemalan Republican Front
GY,GUY,Guyana,South America,0,0,1,2003,,,,7.780428333333334,13.0,0.4545454545454545,59.94166666666667,50.0,70.35,64.5,70.7,54.1,50.0,,,,,40.19556858158989,,39.2,29.818584350914733,0.1298,20.0,0.1739130434782608,PPP,People's Progressive Party
HT,HTI,Haiti,Haiti,1,0,1,2003,45.6129681084241,2.0,0.9523809523809524,65.88582444444445,2.0,0.9545454545454546,70.67777777777778,57.96666666666666,85.1,36.0,80.2,74.8,90.0,25.340111772403745,4.0,0.8571428571428571,27.18312783995253,44.138052904856494,11.328031335149872,27.766666666666666,25.49976045313707,0.9322,2.0,0.9565217391304348,FL,Lavalas Family
HN,HND,Honduras,Central America,0,0,0,2003,5.055705955354818,18.0,0.1904761904761904,7.182291666666666,14.0,0.4090909090909091,68.40277777777777,59.66666666666666,76.95,77.0,80.9,65.9,50.0,2.92912024404297,20.0,0.0952380952380952,27.896383276599718,49.04943096676581,10.150749318801084,25.066666666666663,27.31868615416529,0.105,22.0,0.0869565217391304,PNH,National Party of Honduras
JM,JAM,Jamaica,Caribbean,0,0,1,2003,6.525619215880149,15.0,0.3333333333333333,6.932788888888888,15.0,0.3636363636363636,27.29444444444444,15.166666666666664,40.1,21.39999999999999,18.2,18.9,50.0,6.11844954287141,16.0,0.2857142857142857,24.0883840270528,37.41465094626874,12.390735694822888,17.333333333333332,29.21481613378623,0.254,17.0,0.3043478260869565,PNP,People's National Party
MX,MEX,Mexico,Central America,0,0,0,2003,5.452597945895326,16.0,0.2857142857142857,6.04835,18.0,0.2272727272727272,39.275,33.0,50.05,30.90000000000001,37.1,34.599999999999994,50.0,4.856845891790653,17.0,0.238095238095238,31.53796033630294,45.59944130213575,24.364812380019,34.333333333333336,21.854254329723677,0.154,18.0,0.2608695652173913,PAN,National Action Party
NI,NIC,Nicaragua,Central America,0,0,0,2003,15.004867825768404,10.0,0.5714285714285714,21.452875,9.0,0.6363636363636364,58.775,58.2,68.05,28.40000000000001,60.1,67.9,70.0,8.556860651536809,13.0,0.4285714285714285,23.44345383982688,43.576242844646224,10.65132833787466,19.566666666666663,19.979577510119952,0.365,12.0,0.5217391304347826,PLC,Constitutionalist Liberal Party
PA,PAN,Panama,Central America,0,0,0,2003,13.297576522237648,11.0,0.5238095238095238,18.22113055555556,11.0,0.5454545454545454,47.18055555555557,35.333333333333336,55.65,29.200000000000003,48.3,44.6,70.0,8.374022488919737,14.0,0.3809523809523809,21.68312400031004,40.82442819539165,16.97070844686648,6.699999999999998,22.237359358982022,0.3862,11.0,0.5652173913043478,PPA,Panamenista Party / Authentic Panameñista Party
PY,PRY,Paraguay,South America,0,1,0,2003,25.26807838788925,5.0,0.8095238095238095,34.05404722222222,5.0,0.8181818181818182,61.58055555555556,43.73333333333334,82.44999999999999,30.40000000000001,84.89999999999999,57.99999999999999,70.0,16.48210955355628,6.0,0.7619047619047619,29.80489973518315,53.6376685645762,12.320640326975456,25.83333333333333,27.42795671584761,0.553,9.0,0.6521739130434783,ANR-PC,National Republican Association - Colorado Party
PE,PER,Peru,South America,0,0,0,2003,17.068315249984817,9.0,0.6190476190476191,20.29743333333333,10.0,0.5909090909090909,35.11666666666667,20.3,47.1,11.400000000000006,35.2,26.700000000000003,70.0,13.839197166636303,8.0,0.6666666666666666,23.9432476931424,43.03746005184214,11.087091280653944,15.066666666666668,26.581772773406847,0.578,8.0,0.6956521739130435,PP,Peru Posible
SR,SUR,Suriname,South America,0,0,1,2003,,,,,,,29.15833333333333,15.9,55.25,13.299999999999995,20.5,20.0,50.0,,,,,38.15814490850635,,,,,,,,
TT,TTO,Trinidad y Tobago,Caribbean,0,0,1,2003,7.914453460698677,13.0,0.4285714285714285,6.732672222222223,16.0,0.3181818181818182,21.10555555555556,15.13333333333334,31.5,16.60000000000001,16.0,17.4,30.0,9.096234699175133,12.0,0.4761904761904761,28.514842317163417,34.992747569383,28.91258798328712,16.3,33.85403371598355,0.319,14.0,0.4347826086956521,PNM,People-s National Movement
UY,URY,Uruguay,South America,0,0,0,2003,3.2123626923593256,20.0,0.0952380952380952,2.017094444444444,22.0,0.0454545454545454,14.105555555555554,8.933333333333332,26.9,7.599999999999994,4.8,6.4,30.0,4.407630940274207,18.0,0.1904761904761904,30.82259398793152,32.45803351494059,43.83807901907357,16.2,30.794263417711925,0.143,19.0,0.217391304347826,PC,Colorado Party
VE,VEN,Venezuela,South America,0,0,0,2003,63.62370506799169,1.0,1.0,79.05889444444445,1.0,1.0,79.53611111111111,76.56666666666666,80.05,79.5,88.1,83.0,70.0,48.18851569153894,1.0,1.0,48.47939204380175,57.851900873517,39.73869209809264,46.333333333333336,49.993641870264014,0.994,1.0,1.0,MVR,Fifth Republic Movement
AR,ARG,Argentina,South America,0,0,0,2004,32.4770589922705,4.0,0.85,34.71611111111112,4.0,0.8571428571428571,43.88888888888889,28.83333333333333,60.2,23.0,48.4,32.9,70.0,30.23800687342989,3.0,0.9,38.22756874011364,43.04379050874697,21.85752950722729,52.0,36.00895494448028,0.791,4.0,0.8636363636363636,FPV-PJ,Front for Victory
BB,BRB,Barbados,Caribbean,0,0,1,2004,7.638826490632839,13.0,0.4,4.832691666666666,19.0,0.1428571428571428,15.741666666666667,13.799999999999995,21.35,23.700000000000003,12.7,12.9,10.0,10.444961314599013,10.0,0.55,34.02267529185346,22.31191099198118,24.563957440575685,47.03333333333333,42.18149940152365,0.307,15.0,0.3636363636363636,BLP,Barbados Labour Party
BO,BOL,Bolivia,South America,0,1,0,2004,,,,,,,52.97777777777778,41.96666666666667,69.0,29.5,60.0,47.4,70.0,,,,29.955378007700094,57.62221255167202,18.600446987075884,14.166666666666666,29.43218582538581,,,,,
BR,BRA,Brazil,South America,0,0,0,2004,24.77860352279556,5.0,0.8,24.33708750000001,7.0,0.7142857142857143,35.975,17.8,56.45,14.200000000000005,52.900000000000006,24.5,50.0,25.220119545591107,5.0,0.8,37.280294967614346,51.62672247438656,24.45147891868321,40.93333333333333,32.10964514405428,0.6765000000000001,6.0,0.7727272727272727,PT,Workers' Party
CL,CHL,Chile,South America,0,0,0,2004,4.47827578325412,18.0,0.15,2.189094444444445,20.0,0.0952380952380952,7.0388888888888905,4.933333333333337,14.0,5.700000000000003,3.0,4.6,10.0,6.767457122063795,14.0,0.35,21.7603122895942,33.23582137379315,20.056176096820664,15.266666666666666,18.4825850210963,0.311,14.0,0.4090909090909091,PPD,Party for Democracy
CO,COL,Colombia,South America,0,0,0,2004,,,,,,,38.02777777777778,21.36666666666667,51.3,18.30000000000001,38.6,28.6,70.0,,,,31.96806053303756,41.96464320110314,15.534304340710158,33.9,36.47329459033694,,,,,
CR,CRI,Costa Rica,Central America,0,0,0,2004,12.830853177916731,11.0,0.5,10.591622222222226,11.0,0.5238095238095238,18.647222222222226,4.533333333333341,33.55,5.1000000000000085,12.1,6.6000000000000005,50.0,15.07008413361124,7.0,0.7,26.53183826340007,36.72263316348915,21.33821865306089,24.96666666666667,23.09983457038356,0.5680000000000001,8.0,0.6818181818181818,PUSC,Social Christian Unity Party
NA,CUB,Cuba,Caribbean,0,0,1,2004,,,,,,,,89.40000000000002,,92.1,60.5,85.0,,,,,,,,,,0.7912,3.0,0.9090909090909092,PCC,Communist Party of Cuba
DO,DOM,Dominican Republic,Caribbean,0,0,1,2004,19.146136328519244,7.0,0.7,25.49627083333333,6.0,0.7619047619047619,74.44166666666666,70.10000000000001,70.85,85.0,76.7,74.0,70.0,12.796001823705152,9.0,0.6,37.360589266292415,42.834122132076594,13.83355784565228,50.3,42.47467708744078,0.3425,12.0,0.5,PRD,Dominican Revolutionary Party
EC,ECU,Ecuador,South America,0,0,0,2004,36.69185876217104,3.0,0.9,42.0595,3.0,0.9047619047619048,57.458333333333336,52.9,68.95,31.5,59.9,61.5,70.0,31.32421752434209,2.0,0.95,42.79264689117772,56.01074854971759,18.544622432841223,64.13333333333334,32.48188324881872,0.732,5.0,0.8181818181818182,PSP,Patriotic Society Party
SV,SLV,El Salvador,Central America,0,0,0,2004,3.1838564638449407,20.0,0.05,4.874537037037035,18.0,0.1904761904761904,58.49444444444444,52.96666666666667,68.3,52.1,70.6,56.99999999999999,50.0,1.4931758906528467,20.0,0.05,17.91811068783417,33.8450800069792,1.4435088773636409,14.933333333333332,21.4505205336605,0.0833333333333333,22.0,0.0454545454545454,ARENA,Nationalist Republican Alliance
GT,GTM,Guatemala,Central America,0,0,0,2004,6.935104818288479,14.0,0.35,9.610666666666669,12.0,0.4761904761904761,56.53333333333333,42.6,74.6,23.599999999999994,74.2,54.2,70.0,4.2595429699102905,18.0,0.15,25.056135117119357,51.28192899435728,8.297072332976434,17.53333333333333,23.11220580781036,0.17,17.0,0.2727272727272727,GANA,Grand National Alliance
GY,GUY,Guyana,South America,0,0,1,2004,,,,9.243005,13.0,0.4285714285714285,59.94166666666667,50.0,70.35,64.5,70.7,54.1,50.0,,,,,42.38269481832266,,32.96666666666667,30.445475774719867,0.1542,18.0,0.2272727272727272,PPP,People's Progressive Party
HT,HTI,Haiti,Haiti,1,0,1,2004,46.88104524039684,2.0,0.95,67.18400666666668,2.0,0.9523809523809524,72.42777777777779,67.56666666666668,79.1,37.4,80.2,80.30000000000001,90.0,26.578083814127,4.0,0.85,28.652526750891543,46.296676999305,11.327000045418451,27.1,29.88642995884274,0.9276,2.0,0.9545454545454546,FL,Lavalas Family
HN,HND,Honduras,Central America,0,0,0,2004,5.188292381881839,16.0,0.25,7.532291666666665,14.0,0.3809523809523809,71.7361111111111,59.66666666666666,76.95,77.0,80.9,65.9,70.0,2.844293097097013,19.0,0.1,27.088505686638225,49.80830900084453,4.451675480248717,26.166666666666668,27.927371598792988,0.105,21.0,0.0909090909090909,PNH,National Party of Honduras
JM,JAM,Jamaica,Caribbean,0,0,1,2004,6.670513124227102,15.0,0.3,6.890455555555556,15.0,0.3333333333333333,27.127777777777776,15.166666666666664,39.1,21.39999999999999,18.2,18.9,50.0,6.450570692898649,15.0,0.3,25.3959476098372,36.29261880007693,18.419876142870685,17.333333333333332,29.53796216306785,0.254,16.0,0.3181818181818182,PNP,People's National Party
MX,MEX,Mexico,Central America,0,0,0,2004,4.95706737556516,17.0,0.2,5.4731250000000005,17.0,0.238095238095238,39.375,33.0,50.55,30.90000000000001,37.1,34.7,50.0,4.441009751130318,17.0,0.2,31.94971043978646,46.57371797028128,26.85564482280791,33.4,20.969478966056656,0.139,20.0,0.1363636363636363,PAN,National Action Party
NI,NIC,Nicaragua,Central America,0,0,0,2004,14.469292656922596,9.0,0.6,21.237830555555558,8.0,0.6666666666666666,58.83055555555556,58.23333333333334,67.55,28.40000000000001,60.1,68.7,70.0,7.700754758289636,13.0,0.4,21.331730632381262,44.63545851323689,0.0699448896758383,18.3,22.321519126612337,0.361,11.0,0.5454545454545454,PLC,Constitutionalist Liberal Party
PA,PAN,Panama,Central America,0,0,0,2004,14.350696066219651,10.0,0.55,19.22198055555556,10.0,0.5714285714285714,47.69722222222222,34.93333333333334,59.15,29.200000000000003,48.3,44.6,70.0,9.479411576883749,11.0,0.5,23.52211309400433,41.83505287537116,17.85405678703615,13.633333333333336,20.76600938027669,0.403,10.0,0.5909090909090909,PPA,Panamenista Party / Authentic Panameñista Party
PY,PRY,Paraguay,South America,0,1,0,2004,23.42882807802208,6.0,0.75,31.464375000000004,5.0,0.8095238095238095,60.06944444444445,42.96666666666667,81.05000000000001,30.40000000000001,79.10000000000001,56.89999999999999,70.0,15.39328115604416,6.0,0.75,29.38770743803772,52.8610904914865,7.512330295784764,26.53333333333333,30.64407563154628,0.5238,9.0,0.6363636363636364,ANR-PC,National Republican Association - Colorado Party
PE,PER,Peru,South America,0,0,0,2004,17.063666522290788,8.0,0.65,20.3456,9.0,0.6190476190476191,35.2,20.3,47.6,11.400000000000006,35.2,26.700000000000003,70.0,13.781733044581571,8.0,0.65,23.84382879685393,43.1605679804596,9.714160788343897,13.733333333333334,28.76725308527892,0.578,7.0,0.7272727272727273,PP,Peru Posible
SR,SUR,Suriname,South America,0,0,1,2004,,,,,,,29.15833333333333,15.9,55.25,13.299999999999995,20.5,20.0,50.0,,,,,38.15814490850635,,,,,,,,
TT,TTO,Trinidad y Tobago,Caribbean,0,0,1,2004,7.79729900299661,12.0,0.45,6.839005555555557,16.0,0.2857142857142857,21.438888888888894,15.13333333333334,33.5,16.60000000000001,16.0,17.4,30.0,8.755592450437662,12.0,0.45,27.44699827723405,35.18506463117087,36.35690188451565,16.099999999999998,22.146026593249708,0.319,13.0,0.4545454545454545,PNM,People-s National Movement
UY,URY,Uruguay,South America,0,0,0,2004,3.2532758793716536,19.0,0.1,1.90905,21.0,0.0476190476190476,13.35,6.5,26.9,6.799999999999997,4.8,5.1,30.0,4.597501758743308,16.0,0.25,32.1503619492539,31.696871726993084,46.85950791691583,25.266666666666666,24.778401486440025,0.143,19.0,0.1818181818181818,PC,Colorado Party
VE,VEN,Venezuela,South America,0,0,0,2004,66.03937401345488,1.0,1.0,81.55493888888888,1.0,1.0,82.04722222222222,83.33333333333333,81.55,81.1,88.1,88.2,70.0,50.52380913802088,1.0,1.0,50.82878182899485,59.50067149287586,45.84779945421197,54.3,43.666656368891545,0.994,1.0,1.0,MVR,Fifth Republic Movement
AR,ARG,Argentina,South America,0,0,0,2005,32.83378428388105,2.0,0.9444444444444444,35.41043333333334,2.0,0.9473684210526316,44.76666666666667,29.90000000000001,61.7,23.700000000000003,48.4,34.9,70.0,30.25713523442877,2.0,0.9473684210526316,38.251751244537,41.894750832795545,19.43066317018705,51.53333333333333,40.14825764183207,0.791,4.0,0.8571428571428571,FPV-PJ,Front for Victory
BB,BRB,Barbados,Caribbean,0,0,1,2005,7.836935057411386,11.0,0.4444444444444444,4.832691666666666,18.0,0.1052631578947368,15.741666666666667,13.799999999999995,21.35,23.700000000000003,12.7,12.9,10.0,10.841178448156109,10.0,0.5263157894736842,35.31328484741403,28.410194111737155,23.43715940054496,47.43333333333334,41.97245254404068,0.307,14.0,0.3809523809523809,BLP,Barbados Labour Party
BO,BOL,Bolivia,South America,0,1,0,2005,,,,,,,52.875,41.9,68.85,28.10000000000001,60.7,47.7,70.0,,,,30.767346385720167,56.36560805671181,21.50245231607629,15.033333333333331,30.16799183675922,,,,,
BR,BRA,Brazil,South America,0,0,0,2005,23.33340975052069,3.0,0.8888888888888888,22.971322916666665,4.0,0.8421052631578947,34.06944444444444,12.26666666666666,58.35,9.700000000000005,55.7,18.4,50.0,23.69549658437472,4.0,0.8421052631578947,35.14348770392988,49.71380231536048,18.14536784741145,42.43333333333333,30.28144731961423,0.67425,5.0,0.8095238095238095,PT,Workers' Party
CL,CHL,Chile,South America,0,0,0,2005,6.68904676741925,14.0,0.2777777777777778,3.0549555555555554,19.0,0.0526315789473684,6.377777777777777,3.966666666666669,14.5,2.799999999999997,3.0,4.0,10.0,10.323137979282944,11.0,0.4736842105263157,21.55143628242786,33.15947130157858,20.94134877384196,15.199999999999998,16.904925054290914,0.479,10.0,0.5714285714285714,PS,Socialist Party of Chile
CO,COL,Colombia,South America,0,0,0,2005,,,,,,,37.73333333333334,20.90000000000001,50.8,18.30000000000001,38.6,27.800000000000004,70.0,,,,32.74856396697072,42.19250908271612,19.866348773841963,33.9,35.035398011324794,,,,,
CR,CRI,Costa Rica,Central America,0,0,0,2005,14.088858389387426,8.0,0.6111111111111112,11.625308333333336,9.0,0.5789473684210527,18.84166666666667,4.700000000000007,34.55,5.1000000000000085,12.1,6.6000000000000005,50.0,16.552408445441515,5.0,0.7894736842105263,26.82724221303325,37.48577810357199,20.611989100817432,24.83333333333333,24.377868314410257,0.617,6.0,0.7619047619047619,PUSC,Social Christian Unity Party
NA,CUB,Cuba,Caribbean,0,0,1,2005,,,,,,,,89.40000000000002,,92.1,60.5,85.0,,,,,,,,,,0.7914,3.0,0.9047619047619048,PCC,Communist Party of Cuba
DO,DOM,Dominican Republic,Caribbean,0,0,1,2005,10.405947893780516,10.0,0.5,14.07932361111111,8.0,0.631578947368421,74.29722222222222,69.53333333333335,71.85,83.3,76.7,74.4,70.0,6.732572176449921,14.0,0.3157894736842105,35.52808536385182,44.9762732198088,11.880551771117162,54.5,30.75551646448133,0.1895,16.0,0.2857142857142857,PLD,Dominican Liberation Party
EC,ECU,Ecuador,South America,0,0,0,2005,,,,,,,58.875,52.79999999999999,71.75,31.5,65.5,61.7,70.0,,,,41.47327721315976,55.210796680225705,19.36859673024524,60.56666666666666,30.747048775501447,,,,,
SV,SLV,El Salvador,Central America,0,0,0,2005,3.3165075819548715,18.0,0.0555555555555555,4.927269444444439,16.0,0.2105263157894736,58.89166666666666,53.29999999999999,68.05,52.0,73.1,56.89999999999999,50.0,1.705745719465304,19.0,0.0526315789473684,20.38739903743393,35.35042866893238,8.230148548786381,14.800000000000002,23.16901893201696,0.0836666666666666,21.0,0.0476190476190476,ARENA,Nationalist Republican Alliance
GT,GTM,Guatemala,Central America,0,0,0,2005,6.889162459943921,13.0,0.3333333333333333,9.617277777777778,11.0,0.4736842105263157,56.572222222222216,42.73333333333333,75.1,24.0,74.2,53.400000000000006,70.0,4.161047142110064,16.0,0.2105263157894736,24.47674789476508,49.98641909292875,7.080104142875086,16.96666666666667,23.87380167658982,0.17,18.0,0.1904761904761904,GANA,Grand National Alliance
GY,GUY,Guyana,South America,0,0,1,2005,,,,10.712527222222224,10.0,0.5263157894736842,59.980555555555554,50.23333333333333,70.35,64.5,70.7,54.1,50.0,,,,,42.01500929115237,,33.300000000000004,32.58187745302808,0.1786,17.0,0.238095238095238,PPP,People's Progressive Party
HT,HTI,Haiti,Haiti,1,0,1,2005,,,,,,,,,84.44999999999999,,83.89999999999999,84.0,90.0,29.358392251085235,3.0,0.8947368421052632,31.807575569973167,47.98123306956497,11.328031335149872,38.2,29.721037875177835,0.923,2.0,0.9523809523809524,FL,Lavalas Family
HN,HND,Honduras,Central America,0,0,0,2005,5.1406932745502,16.0,0.1666666666666666,7.569041666666666,12.0,0.4210526315789473,72.08611111111111,59.66666666666666,78.95,77.0,80.9,66.0,70.0,2.712344882433734,18.0,0.1052631578947368,25.831856023178418,48.49546386086769,8.475000000000001,19.266666666666666,27.09029356517931,0.105,20.0,0.0952380952380952,PNH,National Party of Honduras
JM,JAM,Jamaica,Caribbean,0,0,1,2005,6.34217248796305,15.0,0.2222222222222222,6.722533333333334,15.0,0.2631578947368421,26.46666666666667,14.399999999999997,40.1,19.099999999999994,18.2,17.0,50.0,5.961811642592767,15.0,0.2631578947368421,23.47169938028648,36.7268147359836,12.581471389645776,18.066666666666663,26.511844728849887,0.254,15.0,0.3333333333333333,PNP,People's National Party
MX,MEX,Mexico,Central America,0,0,0,2005,4.396091497225286,17.0,0.1111111111111111,4.8825,17.0,0.1578947368421052,39.375,33.0,50.55,30.90000000000001,37.1,34.7,50.0,3.909682994450572,17.0,0.1578947368421052,31.529701568149772,43.87531072590023,24.364812380019,32.96666666666667,24.9120165000132,0.124,19.0,0.1428571428571428,PAN,National Action Party
NI,NIC,Nicaragua,Central America,0,0,0,2005,14.529382655488218,7.0,0.6666666666666666,20.97275833333333,6.0,0.7368421052631579,58.74722222222223,58.23333333333334,67.05,28.40000000000001,60.1,68.7,70.0,8.086006977643102,13.0,0.3684210526315789,22.64987948919637,42.65956815064181,8.362499999999997,18.066666666666663,21.51078313947699,0.357,12.0,0.4761904761904761,PLC,Constitutionalist Liberal Party
PA,PAN,Panama,Central America,0,0,0,2005,16.99017156294084,6.0,0.7222222222222222,22.90925,5.0,0.7894736842105263,47.84722222222222,36.23333333333333,57.15,29.200000000000003,48.3,46.2,70.0,11.071093125881683,9.0,0.5789473684210527,23.122583805099588,39.643487501151554,16.97070844686648,13.4,22.47613927238032,0.4788,11.0,0.5238095238095238,PRD,Democratic Revolutionary Party
PY,PRY,Paraguay,South America,0,1,0,2005,22.61072863198519,4.0,0.8333333333333334,29.839492777777775,3.0,0.8947368421052632,60.33055555555556,43.23333333333333,81.55000000000001,31.200000000000003,79.10000000000001,56.89999999999999,70.0,15.3819644861926,7.0,0.6842105263157895,31.09980688676223,53.00121846724398,11.453066110387198,27.5,32.44494296941775,0.4946,9.0,0.6190476190476191,ANR-PC,National Republican Association - Colorado Party
