ISO3,YEAR,PARTY_GOV,PARTY_CODE,PARTY_NAME
PRY,2007,384,ANR-PC,National Republican Association – Colorado Party
PRY,2008,384,ANR-PC,National Republican Association – Colorado Party
PRY,2013,1245,PLRA,Authentic Radical Liberal Party
PRY,2014,1245,PLRA,Authentic Radical Liberal Party
PRY,2015,384,ANR-PC,National Republican Association – Colorado Party
PRY,2016,384,ANR-PC,National Republican Association – Colorado Party
PRY,2017,384,ANR-PC,National Republican Association – Colorado Party
PRY,2018,384,ANR-PC,National Republican Association – Colorado Party
PRY,2019,384,ANR-PC,National Republican Association – Colorado Party
SLV,1990,1709,ARENA,Nationalist Republican Alliance
SLV,1991,1709,ARENA,Nationalist Republican Alliance
SLV,1992,1709,ARENA,Nationalist Republican Alliance
SLV,1993,1709,ARENA,Nationalist Republican Alliance
SLV,1994,1709,ARENA,Nationalist Republican Alliance
SLV,1995,1709,ARENA,Nationalist Republican Alliance
SLV,1996,1709,ARENA,Nationalist Republican Alliance
SLV,1997,1709,ARENA,Nationalist Republican Alliance
SLV,1998,1709,ARENA,Nationalist Republican Alliance
SLV,1999,1709,ARENA,Nationalist Republican Alliance
SLV,2000,1709,ARENA,Nationalist Republican Alliance
SLV,2001,1709,ARENA,Nationalist Republican Alliance
SLV,2002,1709,ARENA,Nationalist Republican Alliance
SLV,2003,1709,ARENA,Nationalist Republican Alliance
SLV,2004,1709,ARENA,Nationalist Republican Alliance
SLV,2005,1709,ARENA,Nationalist Republican Alliance
SLV,2006,1709,ARENA,Nationalist Republican Alliance
SLV,2007,1709,ARENA,Nationalist Republican Alliance
SLV,2008,1709,ARENA,Nationalist Republican Alliance
SLV,2009,978,FMLN,Farabundo Martí National Liberation Front
SLV,2010,978,FMLN,Farabundo Martí National Liberation Front
SLV,2011,978,FMLN,Farabundo Martí National Liberation Front
SLV,2012,978,FMLN,Farabundo Martí National Liberation Front
SLV,2013,978,FMLN,Farabundo Martí National Liberation Front
SLV,2014,978,FMLN,Farabundo Martí National Liberation Front
SLV,2015,978,FMLN,Farabundo Martí National Liberation Front
SLV,2016,978,FMLN,Farabundo Martí National Liberation Front
SLV,2017,978,FMLN,Farabundo Martí National Liberation Front
SLV,2018,978,FMLN,Farabundo Martí National Liberation Front
TTO,1991,4284,NAR,National Alliance for Reconstruction
TTO,1992,4284,NAR,National Alliance for Reconstruction
TTO,1993,4283,PNM,People’s National Movement
TTO,1994,4283,PNM,People’s National Movement
TTO,1995,4283,PNM,People’s National Movement
TTO,1996,4281,UNC,United National Congress
TTO,1997,4281,UNC,United National Congress
TTO,1998,4281,UNC,United National Congress
TTO,1999,4281,UNC,United National Congress
TTO,2000,4281,UNC,United National Congress
TTO,2001,4281,UNC,United National Congress
TTO,2002,4283,PNM,People’s National Movement
TTO,2003,4283,PNM,People’s National Movement
TTO,2004,4283,PNM,People’s National Movement
TTO,2005,4283,PNM,People’s National Movement
TTO,2006,4283,PNM,People’s National Movement
TTO,2007,4283,PNM,People’s National Movement
TTO,2008,4283,PNM,People’s National Movement
TTO,2009,4283,PNM,People’s National Movement
TTO,2010,4281,UNC,United National Congress
TTO,2011,4281,UNC,United National Congress
TTO,2012,4281,UNC,United National Congress
TTO,2013,4281,UNC,United National Congress
TTO,2014,4281,UNC,United National Congress
TTO,2015,4281,UNC,United National Congress
TTO,2016,4283,PNM,People’s National Movement
TTO,2017,4283,PNM,People’s National Movement
TTO,2018,4283,PNM,People’s National Movement
TTO,2019,4283,PNM,People’s National Movement
URY,1990,118,PN,National Party
URY,1991,118,PN,National Party
URY,1992,118,PN,National Party
URY,1993,118,PN,National Party
URY,1994,118,PN,National Party
URY,1995,1419,PC,Colorado Party
URY,1996,1419,PC,Colorado Party
URY,1997,1419,PC,Colorado Party
URY,1998,1419,PC,Colorado Party
URY,1999,1419,PC,Colorado Party
URY,2000,1419,PC,Colorado Party
URY,2001,1419,PC,Colorado Party
URY,2002,1419,PC,Colorado Party
URY,2003,1419,PC,Colorado Party
URY,2004,1419,PC,Colorado Party
URY,2005,1658,FA/EP,Broad Front / Progressive Encounter
URY,2006,1658,FA/EP,Broad Front / Progressive Encounter
URY,2007,1658,FA/EP,Broad Front / Progressive Encounter
URY,2008,1658,FA/EP,Broad Front / Progressive Encounter
URY,2009,1658,FA/EP,Broad Front / Progressive Encounter
URY,2010,1658,FA/EP,Broad Front / Progressive Encounter
URY,2011,1658,FA/EP,Broad Front / Progressive Encounter
URY,2012,1658,FA/EP,Broad Front / Progressive Encounter
URY,2013,1658,FA/EP,Broad Front / Progressive Encounter
URY,2014,1658,FA/EP,Broad Front / Progressive Encounter
URY,2015,1658,FA/EP,Broad Front / Progressive Encounter
URY,2016,1658,FA/EP,Broad Front / Progressive Encounter
URY,2017,1658,FA/EP,Broad Front / Progressive Encounter
URY,2018,1658,FA/EP,Broad Front / Progressive Encounter
URY,2019,1658,FA/EP,Broad Front / Progressive Encounter
VEN,1990,862,AD,Democratic Action
VEN,1991,862,AD,Democratic Action
VEN,1992,862,AD,Democratic Action
VEN,1993,862,AD,Democratic Action
VEN,1994,4804,CN,National Convergence
VEN,1995,4804,CN,National Convergence
VEN,1996,4804,CN,National Convergence
VEN,1997,4804,CN,National Convergence
VEN,1998,4804,CN,National Convergence
VEN,1999,1754,MVR,Fifth Republic Movement
VEN,2000,1754,MVR,Fifth Republic Movement
VEN,2001,1754,MVR,Fifth Republic Movement
VEN,2002,1754,MVR,Fifth Republic Movement
VEN,2003,1754,MVR,Fifth Republic Movement
VEN,2004,1754,MVR,Fifth Republic Movement
VEN,2005,1754,MVR,Fifth Republic Movement
VEN,2006,1754,MVR,Fifth Republic Movement
VEN,2007,1754,MVR,Fifth Republic Movement
VEN,2008,1754,MVR,Fifth Republic Movement
VEN,2009,1754,MVR,Fifth Republic Movement
VEN,2010,5094,PSUV,United Socialist Party of Venezuela
VEN,2011,5094,PSUV,United Socialist Party of Venezuela
VEN,2012,5094,PSUV,United Socialist Party of Venezuela
VEN,2013,5094,PSUV,United Socialist Party of Venezuela
VEN,2014,5094,PSUV,United Socialist Party of Venezuela
VEN,2015,5094,PSUV,United Socialist Party of Venezuela
VEN,2016,5094,PSUV,United Socialist Party of Venezuela
VEN,2017,5094,PSUV,United Socialist Party of Venezuela
VEN,2018,5094,PSUV,United Socialist Party of Venezuela
VEN,2019,5094,PSUV,United Socialist Party of Venezuela
