YEAR,ISO3,v2paid,v2paenname,v2pashname,VPARTY
1991.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.386
1991.0,ARG,1724.0,Radical Civic Union,UCR,0.334
1991.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
1992.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.328
1992.0,ARG,1724.0,Radical Civic Union,UCR,0.33899999999999997
1992.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
1993.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.27
1993.0,ARG,1724.0,Radical Civic Union,UCR,0.344
1993.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
1994.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.2695
1994.0,ARG,1724.0,Radical Civic Union,UCR,0.3295
1994.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
1995.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.269
1995.0,ARG,1724.0,Radical Civic Union,UCR,0.315
1995.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
1995.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.611
1996.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.269
1996.0,ARG,1724.0,Radical Civic Union,UCR,0.34299999999999997
1996.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
1996.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.6045
1997.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.269
1997.0,ARG,1724.0,Radical Civic Union,UCR,0.371
1997.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
1997.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.598
1998.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.3025
1998.0,ARG,1724.0,Radical Civic Union,UCR,0.35050000000000003
1998.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
1998.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.562
1999.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.336
1999.0,ARG,1724.0,Radical Civic Union,UCR,0.33
1999.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
1999.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.526
1999.0,ARG,6112.0,Action for the Republic,AR,0.136
2000.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.4195
2000.0,ARG,1724.0,Radical Civic Union,UCR,0.309
2000.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
2000.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.53
2000.0,ARG,6112.0,Action for the Republic,AR,0.136
2001.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.503
2001.0,ARG,1215.0,Support for an Egalitarian Republic,ARI,0.537
2001.0,ARG,1724.0,Radical Civic Union,UCR,0.288
2001.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
2001.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.534
2001.0,ARG,6112.0,Action for the Republic,AR,0.136
2002.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.5805
2002.0,ARG,1215.0,Support for an Egalitarian Republic,ARI,0.5375000000000001
2002.0,ARG,1724.0,Radical Civic Union,UCR,0.313
2002.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
2002.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.534
2002.0,ARG,6112.0,Action for the Republic,AR,0.136
2003.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.658
2003.0,ARG,1215.0,Support for an Egalitarian Republic,ARI,0.538
2003.0,ARG,1724.0,Radical Civic Union,UCR,0.338
2003.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
2003.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.534
2003.0,ARG,6112.0,Action for the Republic,AR,0.136
2004.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.658
2004.0,ARG,1215.0,Support for an Egalitarian Republic,ARI,0.5335000000000001
2004.0,ARG,1724.0,Radical Civic Union,UCR,0.347
2004.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
2004.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.534
2004.0,ARG,6112.0,Action for the Republic,AR,0.136
2005.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.658
2005.0,ARG,1215.0,Support for an Egalitarian Republic,ARI,0.529
2005.0,ARG,1724.0,Radical Civic Union,UCR,0.356
2005.0,ARG,1790.0,Republican Proposal,PRO,0.176
2005.0,ARG,2530.0,Front for Victory,FPV-PJ,0.791
2005.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
2005.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.534
2005.0,ARG,6112.0,Action for the Republic,AR,0.136
2006.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.658
2006.0,ARG,1215.0,Support for an Egalitarian Republic,ARI,0.529
2006.0,ARG,1724.0,Radical Civic Union,UCR,0.355
2006.0,ARG,1790.0,Republican Proposal,PRO,0.16675
2006.0,ARG,2530.0,Front for Victory,FPV-PJ,0.797
2006.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
2006.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.534
2006.0,ARG,6112.0,Action for the Republic,AR,0.136
2007.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.658
2007.0,ARG,1215.0,Support for an Egalitarian Republic,ARI,0.529
2007.0,ARG,1365.0,Socialist Party,PS,0.481
2007.0,ARG,1724.0,Radical Civic Union,UCR,0.354
2007.0,ARG,1790.0,Republican Proposal,PRO,0.1575
2007.0,ARG,2530.0,Front for Victory,FPV-PJ,0.803
2007.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
2007.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.534
2007.0,ARG,6112.0,Action for the Republic,AR,0.136
2007.0,ARG,6159.0,Civic Coalition ARI,CC,0.468
2007.0,ARG,8043.0,Concertation Party,FORJA,0.456
2008.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.658
2008.0,ARG,1215.0,Support for an Egalitarian Republic,ARI,0.529
2008.0,ARG,1365.0,Socialist Party,PS,0.481
2008.0,ARG,1724.0,Radical Civic Union,UCR,0.3525
2008.0,ARG,1790.0,Republican Proposal,PRO,0.14825
2008.0,ARG,2530.0,Front for Victory,FPV-PJ,0.837
2008.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
2008.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.534
2008.0,ARG,6112.0,Action for the Republic,AR,0.136
2008.0,ARG,6159.0,Civic Coalition ARI,CC,0.46
2008.0,ARG,8043.0,Concertation Party,FORJA,0.456
2009.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.658
2009.0,ARG,1215.0,Support for an Egalitarian Republic,ARI,0.529
2009.0,ARG,1365.0,Socialist Party,PS,0.481
2009.0,ARG,1724.0,Radical Civic Union,UCR,0.351
2009.0,ARG,1790.0,Republican Proposal,PRO,0.139
2009.0,ARG,2530.0,Front for Victory,FPV-PJ,0.871
2009.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
2009.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.534
2009.0,ARG,6112.0,Action for the Republic,AR,0.136
2009.0,ARG,6159.0,Civic Coalition ARI,CC,0.452
2009.0,ARG,8043.0,Concertation Party,FORJA,0.456
2010.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.658
2010.0,ARG,1215.0,Support for an Egalitarian Republic,ARI,0.529
2010.0,ARG,1365.0,Socialist Party,PS,0.481
2010.0,ARG,1724.0,Radical Civic Union,UCR,0.351
2010.0,ARG,1790.0,Republican Proposal,PRO,0.139
2010.0,ARG,2530.0,Front for Victory,FPV-PJ,0.871
2010.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
2010.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.534
2010.0,ARG,6112.0,Action for the Republic,AR,0.136
2010.0,ARG,6159.0,Civic Coalition ARI,CC,0.43866666666666665
2010.0,ARG,8043.0,Concertation Party,FORJA,0.456
2011.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.658
2011.0,ARG,1215.0,Support for an Egalitarian Republic,ARI,0.529
2011.0,ARG,1365.0,Socialist Party,PS,0.481
2011.0,ARG,1724.0,Radical Civic Union,UCR,0.351
2011.0,ARG,1790.0,Republican Proposal,PRO,0.139
2011.0,ARG,2530.0,Front for Victory,FPV-PJ,0.871
2011.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
2011.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.534
2011.0,ARG,6112.0,Action for the Republic,AR,0.136
2011.0,ARG,6159.0,Civic Coalition ARI,CC,0.42533333333333334
2011.0,ARG,6648.0,Federal Peronism / Dissident Peronism,PF-PJ,0.375
2011.0,ARG,8043.0,Concertation Party,FORJA,0.456
2011.0,ARG,93509.0,alliance: Frente Amplio Progresista,Frente Ampli...,0.492
2012.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.658
2012.0,ARG,1215.0,Support for an Egalitarian Republic,ARI,0.529
2012.0,ARG,1365.0,Socialist Party,PS,0.481
2012.0,ARG,1724.0,Radical Civic Union,UCR,0.32975
2012.0,ARG,1790.0,Republican Proposal,PRO,0.1385
2012.0,ARG,2530.0,Front for Victory,FPV-PJ,0.8714999999999999
2012.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
2012.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.534
2012.0,ARG,6112.0,Action for the Republic,AR,0.136
2012.0,ARG,6159.0,Civic Coalition ARI,CC,0.41200000000000003
2012.0,ARG,6648.0,Federal Peronism / Dissident Peronism,PF-PJ,0.375
2012.0,ARG,8043.0,Concertation Party,FORJA,0.456
2012.0,ARG,93509.0,alliance: Frente Amplio Progresista,Frente Ampli...,0.492
2013.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.658
2013.0,ARG,1215.0,Support for an Egalitarian Republic,ARI,0.529
2013.0,ARG,1365.0,Socialist Party,PS,0.481
2013.0,ARG,1724.0,Radical Civic Union,UCR,0.3085
2013.0,ARG,1790.0,Republican Proposal,PRO,0.138
2013.0,ARG,2530.0,Front for Victory,FPV-PJ,0.872
2013.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
2013.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.534
2013.0,ARG,6112.0,Action for the Republic,AR,0.136
2013.0,ARG,6159.0,Civic Coalition ARI,CC,0.39866666666666667
2013.0,ARG,6160.0,Renewal Front,RF,0.363
2013.0,ARG,6554.0,"Progressive, Civic and Social Front",FPCyS,0.461
2013.0,ARG,6648.0,Federal Peronism / Dissident Peronism,PF-PJ,0.375
2013.0,ARG,8043.0,Concertation Party,FORJA,0.456
2013.0,ARG,93509.0,alliance: Frente Amplio Progresista,Frente Ampli...,0.492
2014.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.658
2014.0,ARG,1215.0,Support for an Egalitarian Republic,ARI,0.529
2014.0,ARG,1365.0,Socialist Party,PS,0.481
2014.0,ARG,1724.0,Radical Civic Union,UCR,0.28725
2014.0,ARG,1790.0,Republican Proposal,PRO,0.14300000000000002
2014.0,ARG,2530.0,Front for Victory,FPV-PJ,0.86
2014.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
2014.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.534
2014.0,ARG,6112.0,Action for the Republic,AR,0.136
2014.0,ARG,6159.0,Civic Coalition ARI,CC,0.3853333333333333
2014.0,ARG,6160.0,Renewal Front,RF,0.385
2014.0,ARG,6554.0,"Progressive, Civic and Social Front",FPCyS,0.461
2014.0,ARG,6648.0,Federal Peronism / Dissident Peronism,PF-PJ,0.375
2014.0,ARG,8043.0,Concertation Party,FORJA,0.456
2014.0,ARG,93509.0,alliance: Frente Amplio Progresista,Frente Ampli...,0.492
2015.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.658
2015.0,ARG,1215.0,Support for an Egalitarian Republic,ARI,0.529
2015.0,ARG,1365.0,Socialist Party,PS,0.481
2015.0,ARG,1724.0,Radical Civic Union,UCR,0.266
2015.0,ARG,1790.0,Republican Proposal,PRO,0.148
2015.0,ARG,2530.0,Front for Victory,FPV-PJ,0.848
2015.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
2015.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.534
2015.0,ARG,6112.0,Action for the Republic,AR,0.136
2015.0,ARG,6159.0,Civic Coalition ARI,CC,0.372
2015.0,ARG,6160.0,Renewal Front,RF,0.407
2015.0,ARG,6554.0,"Progressive, Civic and Social Front",FPCyS,0.461
2015.0,ARG,6648.0,Federal Peronism / Dissident Peronism,PF-PJ,0.375
2015.0,ARG,8043.0,Concertation Party,FORJA,0.456
2015.0,ARG,93509.0,alliance: Frente Amplio Progresista,Frente Ampli...,0.492
2016.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.658
2016.0,ARG,1215.0,Support for an Egalitarian Republic,ARI,0.529
2016.0,ARG,1365.0,Socialist Party,PS,0.481
2016.0,ARG,1724.0,Radical Civic Union,UCR,0.2555
2016.0,ARG,1790.0,Republican Proposal,PRO,0.1465
2016.0,ARG,2530.0,Front for Victory,FPV-PJ,0.848
2016.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
2016.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.534
2016.0,ARG,6112.0,Action for the Republic,AR,0.136
2016.0,ARG,6159.0,Civic Coalition ARI,CC,0.359
2016.0,ARG,6160.0,Renewal Front,RF,0.4185
2016.0,ARG,6554.0,"Progressive, Civic and Social Front",FPCyS,0.461
2016.0,ARG,6648.0,Federal Peronism / Dissident Peronism,PF-PJ,0.375
2016.0,ARG,8043.0,Concertation Party,FORJA,0.456
2016.0,ARG,93509.0,alliance: Frente Amplio Progresista,Frente Ampli...,0.492
2017.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.658
2017.0,ARG,1215.0,Support for an Egalitarian Republic,ARI,0.529
2017.0,ARG,1365.0,Socialist Party,PS,0.481
2017.0,ARG,1724.0,Radical Civic Union,UCR,0.245
2017.0,ARG,1790.0,Republican Proposal,PRO,0.145
2017.0,ARG,2530.0,Front for Victory,FPV-PJ,0.848
2017.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
2017.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.534
2017.0,ARG,6112.0,Action for the Republic,AR,0.136
2017.0,ARG,6159.0,Civic Coalition ARI,CC,0.346
2017.0,ARG,6160.0,Renewal Front,RF,0.43
2017.0,ARG,6554.0,"Progressive, Civic and Social Front",FPCyS,0.461
2017.0,ARG,6648.0,Federal Peronism / Dissident Peronism,PF-PJ,0.375
2017.0,ARG,7664.0,Citizen's Unity,CU,0.67
2017.0,ARG,8043.0,Concertation Party,FORJA,0.456
2017.0,ARG,8059.0,Frente Justicialista-Justicialist [Peronist] Party,FP-PJ,0.479
2017.0,ARG,93509.0,alliance: Frente Amplio Progresista,Frente Ampli...,0.492
2018.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.658
2018.0,ARG,1215.0,Support for an Egalitarian Republic,ARI,0.529
2018.0,ARG,1365.0,Socialist Party,PS,0.481
2018.0,ARG,1724.0,Radical Civic Union,UCR,0.239
2018.0,ARG,1790.0,Republican Proposal,PRO,0.16549999999999998
2018.0,ARG,2530.0,Front for Victory,FPV-PJ,0.848
2018.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
2018.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.534
2018.0,ARG,6112.0,Action for the Republic,AR,0.136
2018.0,ARG,6159.0,Civic Coalition ARI,CC,0.3745
2018.0,ARG,6160.0,Renewal Front,RF,0.473
2018.0,ARG,6554.0,"Progressive, Civic and Social Front",FPCyS,0.461
2018.0,ARG,6648.0,Federal Peronism / Dissident Peronism,PF-PJ,0.375
2018.0,ARG,7664.0,Citizen's Unity,CU,0.67
2018.0,ARG,8043.0,Concertation Party,FORJA,0.456
2018.0,ARG,8059.0,Frente Justicialista-Justicialist [Peronist] Party,FP-PJ,0.5605
2018.0,ARG,93509.0,alliance: Frente Amplio Progresista,Frente Ampli...,0.492
2019.0,ARG,623.0,Justicialist [Peronist] Party,PJ,0.658
2019.0,ARG,1215.0,Support for an Egalitarian Republic,ARI,0.529
2019.0,ARG,1365.0,Socialist Party,PS,0.481
2019.0,ARG,1724.0,Radical Civic Union,UCR,0.233
2019.0,ARG,1790.0,Republican Proposal,PRO,0.186
2019.0,ARG,2530.0,Front for Victory,FPV-PJ,0.848
2019.0,ARG,4182.0,Union of the Democratic Centre,UCD,0.045
2019.0,ARG,5553.0,Front for a Country in Solidarity,FREPASO,0.534
2019.0,ARG,6112.0,Action for the Republic,AR,0.136
2019.0,ARG,6159.0,Civic Coalition ARI,CC,0.403
2019.0,ARG,6160.0,Renewal Front,RF,0.516
2019.0,ARG,6554.0,"Progressive, Civic and Social Front",FPCyS,0.461
2019.0,ARG,6648.0,Federal Peronism / Dissident Peronism,PF-PJ,0.375
2019.0,ARG,7664.0,Citizen's Unity,CU,0.67
2019.0,ARG,8043.0,Concertation Party,FORJA,0.456
2019.0,ARG,8059.0,Frente Justicialista-Justicialist [Peronist] Party,FP-PJ,0.642
2019.0,ARG,8122.0,Federal Consensus,CF,0.329
2019.0,ARG,93509.0,alliance: Frente Amplio Progresista,Frente Ampli...,0.492
1993.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.219
1993.0,BOL,4395.0,Civic Solidarity Union,UCS,0.49
1993.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.794
1993.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
1993.0,BOL,6059.0,Patriotic Accord,AP,0.288
1994.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.19475
1994.0,BOL,4395.0,Civic Solidarity Union,UCS,0.47825
1994.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.7935000000000001
1994.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
1994.0,BOL,6059.0,Patriotic Accord,AP,0.288
1995.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.17049999999999998
1995.0,BOL,4395.0,Civic Solidarity Union,UCS,0.4665
1995.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.793
1995.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
1995.0,BOL,6059.0,Patriotic Accord,AP,0.288
1996.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.14625
1996.0,BOL,4395.0,Civic Solidarity Union,UCS,0.45475
1996.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.7925
1996.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
1996.0,BOL,6059.0,Patriotic Accord,AP,0.288
1997.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.122
1997.0,BOL,4387.0,Revolutionary Left Movement - New Majority,MIR,0.227
1997.0,BOL,4393.0,Nationalist Democratic Action,ADN,0.047
1997.0,BOL,4395.0,Civic Solidarity Union,UCS,0.443
1997.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.792
1997.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
1997.0,BOL,6059.0,Patriotic Accord,AP,0.288
1998.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.122
1998.0,BOL,4387.0,Revolutionary Left Movement - New Majority,MIR,0.227
1998.0,BOL,4393.0,Nationalist Democratic Action,ADN,0.047
1998.0,BOL,4395.0,Civic Solidarity Union,UCS,0.443
1998.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.792
1998.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
1998.0,BOL,6059.0,Patriotic Accord,AP,0.288
1999.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.122
1999.0,BOL,4387.0,Revolutionary Left Movement - New Majority,MIR,0.227
1999.0,BOL,4393.0,Nationalist Democratic Action,ADN,0.047
1999.0,BOL,4395.0,Civic Solidarity Union,UCS,0.443
1999.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.792
1999.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
1999.0,BOL,6059.0,Patriotic Accord,AP,0.288
2000.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.122
2000.0,BOL,4387.0,Revolutionary Left Movement - New Majority,MIR,0.227
2000.0,BOL,4393.0,Nationalist Democratic Action,ADN,0.047
2000.0,BOL,4395.0,Civic Solidarity Union,UCS,0.443
2000.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.792
2000.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
2000.0,BOL,6059.0,Patriotic Accord,AP,0.288
2001.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.122
2001.0,BOL,4387.0,Revolutionary Left Movement - New Majority,MIR,0.227
2001.0,BOL,4393.0,Nationalist Democratic Action,ADN,0.047
2001.0,BOL,4395.0,Civic Solidarity Union,UCS,0.443
2001.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.792
2001.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
2001.0,BOL,6059.0,Patriotic Accord,AP,0.288
2002.0,BOL,442.0,Movement for Socialism,MAS,0.939
2002.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.122
2002.0,BOL,4386.0,New Republic Force,NFR,0.404
2002.0,BOL,4387.0,Revolutionary Left Movement - New Majority,MIR,0.227
2002.0,BOL,4393.0,Nationalist Democratic Action,ADN,0.047
2002.0,BOL,4395.0,Civic Solidarity Union,UCS,0.443
2002.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.792
2002.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
2002.0,BOL,6059.0,Patriotic Accord,AP,0.288
2003.0,BOL,442.0,Movement for Socialism,MAS,0.939
2003.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.122
2003.0,BOL,4386.0,New Republic Force,NFR,0.404
2003.0,BOL,4387.0,Revolutionary Left Movement - New Majority,MIR,0.227
2003.0,BOL,4393.0,Nationalist Democratic Action,ADN,0.047
2003.0,BOL,4395.0,Civic Solidarity Union,UCS,0.443
2003.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.792
2003.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
2003.0,BOL,6059.0,Patriotic Accord,AP,0.288
2004.0,BOL,442.0,Movement for Socialism,MAS,0.939
2004.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.122
2004.0,BOL,4386.0,New Republic Force,NFR,0.404
2004.0,BOL,4387.0,Revolutionary Left Movement - New Majority,MIR,0.227
2004.0,BOL,4393.0,Nationalist Democratic Action,ADN,0.047
2004.0,BOL,4395.0,Civic Solidarity Union,UCS,0.443
2004.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.792
2004.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
2004.0,BOL,6059.0,Patriotic Accord,AP,0.288
2005.0,BOL,170.0,National Unity Front,UN,0.279
2005.0,BOL,442.0,Movement for Socialism,MAS,0.939
2005.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.122
2005.0,BOL,1238.0,Social and Democratic Power,Podemos,0.109
2005.0,BOL,4386.0,New Republic Force,NFR,0.404
2005.0,BOL,4387.0,Revolutionary Left Movement - New Majority,MIR,0.227
2005.0,BOL,4393.0,Nationalist Democratic Action,ADN,0.047
2005.0,BOL,4395.0,Civic Solidarity Union,UCS,0.443
2005.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.792
2005.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
2005.0,BOL,6059.0,Patriotic Accord,AP,0.288
2006.0,BOL,170.0,National Unity Front,UN,0.27655555555555555
2006.0,BOL,442.0,Movement for Socialism,MAS,0.939
2006.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.122
2006.0,BOL,1238.0,Social and Democratic Power,Podemos,0.109
2006.0,BOL,4386.0,New Republic Force,NFR,0.404
2006.0,BOL,4387.0,Revolutionary Left Movement - New Majority,MIR,0.227
2006.0,BOL,4393.0,Nationalist Democratic Action,ADN,0.047
2006.0,BOL,4395.0,Civic Solidarity Union,UCS,0.443
2006.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.792
2006.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
2006.0,BOL,6059.0,Patriotic Accord,AP,0.288
2007.0,BOL,170.0,National Unity Front,UN,0.27411111111111114
2007.0,BOL,442.0,Movement for Socialism,MAS,0.939
2007.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.122
2007.0,BOL,1238.0,Social and Democratic Power,Podemos,0.109
2007.0,BOL,4386.0,New Republic Force,NFR,0.404
2007.0,BOL,4387.0,Revolutionary Left Movement - New Majority,MIR,0.227
2007.0,BOL,4393.0,Nationalist Democratic Action,ADN,0.047
2007.0,BOL,4395.0,Civic Solidarity Union,UCS,0.443
2007.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.792
2007.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
2007.0,BOL,6059.0,Patriotic Accord,AP,0.288
2008.0,BOL,170.0,National Unity Front,UN,0.27166666666666667
2008.0,BOL,442.0,Movement for Socialism,MAS,0.939
2008.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.122
2008.0,BOL,1238.0,Social and Democratic Power,Podemos,0.109
2008.0,BOL,4386.0,New Republic Force,NFR,0.404
2008.0,BOL,4387.0,Revolutionary Left Movement - New Majority,MIR,0.227
2008.0,BOL,4393.0,Nationalist Democratic Action,ADN,0.047
2008.0,BOL,4395.0,Civic Solidarity Union,UCS,0.443
2008.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.792
2008.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
2008.0,BOL,6059.0,Patriotic Accord,AP,0.288
2009.0,BOL,170.0,National Unity Front,UN,0.26922222222222225
2009.0,BOL,442.0,Movement for Socialism,MAS,0.939
2009.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.122
2009.0,BOL,1238.0,Social and Democratic Power,Podemos,0.109
2009.0,BOL,1700.0,Plan Progress for Bolivia -- National Convergence,PPB-CN,0.172
2009.0,BOL,4386.0,New Republic Force,NFR,0.404
2009.0,BOL,4387.0,Revolutionary Left Movement - New Majority,MIR,0.227
2009.0,BOL,4393.0,Nationalist Democratic Action,ADN,0.047
2009.0,BOL,4395.0,Civic Solidarity Union,UCS,0.443
2009.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.792
2009.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
2009.0,BOL,6059.0,Patriotic Accord,AP,0.288
2010.0,BOL,170.0,National Unity Front,UN,0.2667777777777778
2010.0,BOL,442.0,Movement for Socialism,MAS,0.9296
2010.0,BOL,568.0,Revolutionary Nationalist Movement,MNR,0.122
2010.0,BOL,1238.0,Social and Democratic Power,Podemos,0.109
2010.0,BOL,1700.0,Plan Progress for Bolivia -- National Convergence,PPB-CN,0.172
2010.0,BOL,4386.0,New Republic Force,NFR,0.404
2010.0,BOL,4387.0,Revolutionary Left Movement - New Majority,MIR,0.227
2010.0,BOL,4393.0,Nationalist Democratic Action,ADN,0.047
2010.0,BOL,4395.0,Civic Solidarity Union,UCS,0.443
2010.0,BOL,4396.0,Conscience of Fatherland,CONDEPA,0.792
2010.0,BOL,4398.0,Free Bolivia Movement,MBL,0.519
2010.0,BOL,6059.0,Patriotic Accord,AP,0.288
2011.0,BOL,170.0,National Unity Front,UN,0.26433333333333336
2011.0,BOL,442.0,Movement for Socialism,MAS,0.9202
