YEAR,ISO3,v2paid,v2paenname,v2pashname,VPARTY
2016.0,PAN,5703.0,Papa Egoro Movement,MPE,0.862
2016.0,PAN,7156.0,Patriotic Union,UP,0.222
2017.0,PAN,59.0,Democratic Change,CD,0.41700000000000004
2017.0,PAN,202.0,Panamenista Party / Authentic Panameñista Party,PPA,0.3794
2017.0,PAN,380.0,National Liberal Party,PLN,0.115
2017.0,PAN,949.0,Solidarity Party,PS,0.295
2017.0,PAN,987.0,People's Party ? Christian Democratic Party of Panama,PP-PDC,0.291
2017.0,PAN,1351.0,Democratic Revolutionary Party,PRD,0.4462
2017.0,PAN,1555.0,Nationalist Republican Liberal Movement,MOLIRENA,0.1032
2017.0,PAN,5703.0,Papa Egoro Movement,MPE,0.862
2017.0,PAN,7156.0,Patriotic Union,UP,0.222
2018.0,PAN,59.0,Democratic Change,CD,0.34500000000000003
2018.0,PAN,202.0,Panamenista Party / Authentic Panameñista Party,PPA,0.32520000000000004
2018.0,PAN,380.0,National Liberal Party,PLN,0.115
2018.0,PAN,949.0,Solidarity Party,PS,0.295
2018.0,PAN,987.0,People's Party ? Christian Democratic Party of Panama,PP-PDC,0.291
2018.0,PAN,1351.0,Democratic Revolutionary Party,PRD,0.4416
2018.0,PAN,1555.0,Nationalist Republican Liberal Movement,MOLIRENA,0.1026
2018.0,PAN,5703.0,Papa Egoro Movement,MPE,0.862
2018.0,PAN,7156.0,Patriotic Union,UP,0.222
2019.0,PAN,59.0,Democratic Change,CD,0.273
2019.0,PAN,202.0,Panamenista Party / Authentic Panameñista Party,PPA,0.271
2019.0,PAN,380.0,National Liberal Party,PLN,0.115
2019.0,PAN,949.0,Solidarity Party,PS,0.295
2019.0,PAN,987.0,People's Party ? Christian Democratic Party of Panama,PP-PDC,0.291
2019.0,PAN,1351.0,Democratic Revolutionary Party,PRD,0.437
2019.0,PAN,1555.0,Nationalist Republican Liberal Movement,MOLIRENA,0.102
2019.0,PAN,5703.0,Papa Egoro Movement,MPE,0.862
2019.0,PAN,7156.0,Patriotic Union,UP,0.222
1990.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.343
1990.0,PER,4215.0,Independent Moralizing Front,FIM,0.321
1990.0,PER,4219.0,Change 90,NM,0.751
1990.0,PER,4860.0,United Left,IU,0.843
1990.0,PER,8066.0,Socialist Left,IS,0.809
1990.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
1991.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.3682
1991.0,PER,4215.0,Independent Moralizing Front,FIM,0.322
1991.0,PER,4219.0,Change 90,NM,0.7505
1991.0,PER,4860.0,United Left,IU,0.843
1991.0,PER,8066.0,Socialist Left,IS,0.809
1991.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
1992.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.3934
1992.0,PER,1780.0,Christian People's Party,PPC,0.091
1992.0,PER,4215.0,Independent Moralizing Front,FIM,0.323
1992.0,PER,4219.0,Change 90,NM,0.75
1992.0,PER,4860.0,United Left,IU,0.843
1992.0,PER,4879.0,National Renewal,NR,0.256
1992.0,PER,8066.0,Socialist Left,IS,0.809
1992.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
1993.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.41859999999999997
1993.0,PER,1780.0,Christian People's Party,PPC,0.091
1993.0,PER,4215.0,Independent Moralizing Front,FIM,0.3466666666666667
1993.0,PER,4219.0,Change 90,NM,0.749
1993.0,PER,4860.0,United Left,IU,0.843
1993.0,PER,4879.0,National Renewal,NR,0.256
1993.0,PER,8066.0,Socialist Left,IS,0.809
1993.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
1994.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.4438
1994.0,PER,1780.0,Christian People's Party,PPC,0.091
1994.0,PER,4215.0,Independent Moralizing Front,FIM,0.37033333333333335
1994.0,PER,4219.0,Change 90,NM,0.748
1994.0,PER,4860.0,United Left,IU,0.843
1994.0,PER,4879.0,National Renewal,NR,0.256
1994.0,PER,8066.0,Socialist Left,IS,0.809
1994.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
1995.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.469
1995.0,PER,575.0,Union for Peru,UPP,0.401
1995.0,PER,1780.0,Christian People's Party,PPC,0.091
1995.0,PER,4215.0,Independent Moralizing Front,FIM,0.394
1995.0,PER,4219.0,Change 90,NM,0.747
1995.0,PER,4860.0,United Left,IU,0.843
1995.0,PER,4879.0,National Renewal,NR,0.256
1995.0,PER,8066.0,Socialist Left,IS,0.809
1995.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
1996.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.4688
1996.0,PER,575.0,Union for Peru,UPP,0.4358181818181818
1996.0,PER,1780.0,Christian People's Party,PPC,0.091
1996.0,PER,4215.0,Independent Moralizing Front,FIM,0.394
1996.0,PER,4219.0,Change 90,NM,0.7045
1996.0,PER,4860.0,United Left,IU,0.843
1996.0,PER,4879.0,National Renewal,NR,0.256
1996.0,PER,8066.0,Socialist Left,IS,0.809
1996.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
1997.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.4686
1997.0,PER,575.0,Union for Peru,UPP,0.47063636363636363
1997.0,PER,1780.0,Christian People's Party,PPC,0.091
1997.0,PER,4215.0,Independent Moralizing Front,FIM,0.394
1997.0,PER,4219.0,Change 90,NM,0.662
1997.0,PER,4860.0,United Left,IU,0.843
1997.0,PER,4879.0,National Renewal,NR,0.256
1997.0,PER,8066.0,Socialist Left,IS,0.809
1997.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
1998.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.4684
1998.0,PER,575.0,Union for Peru,UPP,0.5054545454545455
1998.0,PER,1780.0,Christian People's Party,PPC,0.091
1998.0,PER,4215.0,Independent Moralizing Front,FIM,0.394
1998.0,PER,4219.0,Change 90,NM,0.6194999999999999
1998.0,PER,4860.0,United Left,IU,0.843
1998.0,PER,4879.0,National Renewal,NR,0.256
1998.0,PER,8066.0,Socialist Left,IS,0.809
1998.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
1999.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.4682
1999.0,PER,575.0,Union for Peru,UPP,0.5402727272727272
1999.0,PER,1780.0,Christian People's Party,PPC,0.091
1999.0,PER,4215.0,Independent Moralizing Front,FIM,0.394
1999.0,PER,4219.0,Change 90,NM,0.577
1999.0,PER,4860.0,United Left,IU,0.843
1999.0,PER,4879.0,National Renewal,NR,0.256
1999.0,PER,8066.0,Socialist Left,IS,0.809
1999.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
2000.0,PER,290.0,National Solidarity Party,SN,0.418
2000.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.468
2000.0,PER,575.0,Union for Peru,UPP,0.5750909090909091
2000.0,PER,1780.0,Christian People's Party,PPC,0.091
2000.0,PER,4215.0,Independent Moralizing Front,FIM,0.394
2000.0,PER,4219.0,Change 90,NM,0.5345
2000.0,PER,4223.0,We are Peru,SP,0.367
2000.0,PER,4860.0,United Left,IU,0.843
2000.0,PER,4861.0,Peru Posible,PP,0.642
2000.0,PER,4879.0,National Renewal,NR,0.256
2000.0,PER,5130.0,Peru 2000,P,0.431
2000.0,PER,8066.0,Socialist Left,IS,0.809
2000.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
2001.0,PER,290.0,National Solidarity Party,SN,0.4107272727272727
2001.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.405
2001.0,PER,575.0,Union for Peru,UPP,0.609909090909091
2001.0,PER,1780.0,Christian People's Party,PPC,0.091
2001.0,PER,2554.0,National Unity,UN,0.204
2001.0,PER,4215.0,Independent Moralizing Front,FIM,0.294
2001.0,PER,4219.0,Change 90,NM,0.492
2001.0,PER,4223.0,We are Peru,SP,0.378
2001.0,PER,4860.0,United Left,IU,0.843
2001.0,PER,4861.0,Peru Posible,PP,0.578
2001.0,PER,4879.0,National Renewal,NR,0.256
2001.0,PER,5130.0,Peru 2000,P,0.431
2001.0,PER,8066.0,Socialist Left,IS,0.809
2001.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
2002.0,PER,290.0,National Solidarity Party,SN,0.40345454545454545
2002.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.3924
2002.0,PER,575.0,Union for Peru,UPP,0.6447272727272728
2002.0,PER,1780.0,Christian People's Party,PPC,0.091
2002.0,PER,2554.0,National Unity,UN,0.2036
2002.0,PER,4215.0,Independent Moralizing Front,FIM,0.294
2002.0,PER,4219.0,Change 90,NM,0.496
2002.0,PER,4223.0,We are Peru,SP,0.378
2002.0,PER,4860.0,United Left,IU,0.843
2002.0,PER,4861.0,Peru Posible,PP,0.578
2002.0,PER,4879.0,National Renewal,NR,0.256
2002.0,PER,5130.0,Peru 2000,P,0.431
2002.0,PER,8066.0,Socialist Left,IS,0.809
2002.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
2003.0,PER,290.0,National Solidarity Party,SN,0.3961818181818182
2003.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.3798
2003.0,PER,575.0,Union for Peru,UPP,0.6795454545454546
2003.0,PER,1780.0,Christian People's Party,PPC,0.091
2003.0,PER,2554.0,National Unity,UN,0.2032
2003.0,PER,4215.0,Independent Moralizing Front,FIM,0.294
2003.0,PER,4219.0,Change 90,NM,0.5
2003.0,PER,4223.0,We are Peru,SP,0.378
2003.0,PER,4860.0,United Left,IU,0.843
2003.0,PER,4861.0,Peru Posible,PP,0.578
2003.0,PER,4879.0,National Renewal,NR,0.256
2003.0,PER,5130.0,Peru 2000,P,0.431
2003.0,PER,8066.0,Socialist Left,IS,0.809
2003.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
2004.0,PER,290.0,National Solidarity Party,SN,0.3889090909090909
2004.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.3672
2004.0,PER,575.0,Union for Peru,UPP,0.7143636363636363
2004.0,PER,1780.0,Christian People's Party,PPC,0.091
2004.0,PER,2554.0,National Unity,UN,0.2028
2004.0,PER,4215.0,Independent Moralizing Front,FIM,0.294
2004.0,PER,4219.0,Change 90,NM,0.504
2004.0,PER,4223.0,We are Peru,SP,0.378
2004.0,PER,4860.0,United Left,IU,0.843
2004.0,PER,4861.0,Peru Posible,PP,0.578
2004.0,PER,4879.0,National Renewal,NR,0.256
2004.0,PER,5130.0,Peru 2000,P,0.431
2004.0,PER,8066.0,Socialist Left,IS,0.809
2004.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
2005.0,PER,290.0,National Solidarity Party,SN,0.38163636363636366
2005.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.3546
2005.0,PER,575.0,Union for Peru,UPP,0.7491818181818182
2005.0,PER,1780.0,Christian People's Party,PPC,0.091
2005.0,PER,2554.0,National Unity,UN,0.2024
2005.0,PER,4215.0,Independent Moralizing Front,FIM,0.294
2005.0,PER,4219.0,Change 90,NM,0.508
2005.0,PER,4223.0,We are Peru,SP,0.378
2005.0,PER,4860.0,United Left,IU,0.843
2005.0,PER,4861.0,Peru Posible,PP,0.578
2005.0,PER,4879.0,National Renewal,NR,0.256
2005.0,PER,5130.0,Peru 2000,P,0.431
2005.0,PER,8066.0,Socialist Left,IS,0.809
2005.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
2006.0,PER,290.0,National Solidarity Party,SN,0.37436363636363634
2006.0,PER,499.0,Alliance for the Future,AF,0.572
2006.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.342
2006.0,PER,575.0,Union for Peru,UPP,0.784
2006.0,PER,788.0,Center Front,FDC,0.224
2006.0,PER,1780.0,Christian People's Party,PPC,0.091
2006.0,PER,2554.0,National Unity,UN,0.202
2006.0,PER,4215.0,Independent Moralizing Front,FIM,0.294
2006.0,PER,4219.0,Change 90,NM,0.512
2006.0,PER,4223.0,We are Peru,SP,0.378
2006.0,PER,4860.0,United Left,IU,0.843
2006.0,PER,4861.0,Peru Posible,PP,0.578
2006.0,PER,4879.0,National Renewal,NR,0.256
2006.0,PER,5130.0,Peru 2000,P,0.431
2006.0,PER,8066.0,Socialist Left,IS,0.809
2006.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
2007.0,PER,290.0,National Solidarity Party,SN,0.3670909090909091
2007.0,PER,499.0,Alliance for the Future,AF,0.572
2007.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.342
2007.0,PER,575.0,Union for Peru,UPP,0.7522
2007.0,PER,788.0,Center Front,FDC,0.224
2007.0,PER,1780.0,Christian People's Party,PPC,0.091
2007.0,PER,2554.0,National Unity,UN,0.202
2007.0,PER,4215.0,Independent Moralizing Front,FIM,0.294
2007.0,PER,4219.0,Change 90,NM,0.516
2007.0,PER,4223.0,We are Peru,SP,0.378
2007.0,PER,4860.0,United Left,IU,0.843
2007.0,PER,4861.0,Peru Posible,PP,0.578
2007.0,PER,4879.0,National Renewal,NR,0.256
2007.0,PER,5130.0,Peru 2000,P,0.431
2007.0,PER,8066.0,Socialist Left,IS,0.809
2007.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
2008.0,PER,290.0,National Solidarity Party,SN,0.3598181818181818
2008.0,PER,499.0,Alliance for the Future,AF,0.572
2008.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.342
2008.0,PER,575.0,Union for Peru,UPP,0.7204
2008.0,PER,788.0,Center Front,FDC,0.224
2008.0,PER,1780.0,Christian People's Party,PPC,0.091
2008.0,PER,2554.0,National Unity,UN,0.202
2008.0,PER,4215.0,Independent Moralizing Front,FIM,0.294
2008.0,PER,4219.0,Change 90,NM,0.52
2008.0,PER,4223.0,We are Peru,SP,0.378
2008.0,PER,4860.0,United Left,IU,0.843
2008.0,PER,4861.0,Peru Posible,PP,0.578
2008.0,PER,4879.0,National Renewal,NR,0.256
2008.0,PER,5130.0,Peru 2000,P,0.431
2008.0,PER,8066.0,Socialist Left,IS,0.809
2008.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
2009.0,PER,290.0,National Solidarity Party,SN,0.35254545454545455
2009.0,PER,499.0,Alliance for the Future,AF,0.572
2009.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.342
2009.0,PER,575.0,Union for Peru,UPP,0.6886
2009.0,PER,788.0,Center Front,FDC,0.224
2009.0,PER,1780.0,Christian People's Party,PPC,0.091
2009.0,PER,2554.0,National Unity,UN,0.202
2009.0,PER,4215.0,Independent Moralizing Front,FIM,0.294
2009.0,PER,4219.0,Change 90,NM,0.524
2009.0,PER,4223.0,We are Peru,SP,0.378
2009.0,PER,4860.0,United Left,IU,0.843
2009.0,PER,4861.0,Peru Posible,PP,0.578
2009.0,PER,4879.0,National Renewal,NR,0.256
2009.0,PER,5130.0,Peru 2000,P,0.431
2009.0,PER,8066.0,Socialist Left,IS,0.809
2009.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
2010.0,PER,290.0,National Solidarity Party,SN,0.3452727272727273
2010.0,PER,499.0,Alliance for the Future,AF,0.572
2010.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.342
2010.0,PER,575.0,Union for Peru,UPP,0.6568
2010.0,PER,788.0,Center Front,FDC,0.224
2010.0,PER,1780.0,Christian People's Party,PPC,0.091
2010.0,PER,2554.0,National Unity,UN,0.202
2010.0,PER,4215.0,Independent Moralizing Front,FIM,0.294
2010.0,PER,4219.0,Change 90,NM,0.528
2010.0,PER,4223.0,We are Peru,SP,0.378
2010.0,PER,4860.0,United Left,IU,0.843
2010.0,PER,4861.0,Peru Posible,PP,0.578
2010.0,PER,4879.0,National Renewal,NR,0.256
2010.0,PER,5130.0,Peru 2000,P,0.431
2010.0,PER,8066.0,Socialist Left,IS,0.809
2010.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
2011.0,PER,290.0,National Solidarity Party,SN,0.338
2011.0,PER,345.0,Peruvian Nationalist Party,PNP,0.804
2011.0,PER,499.0,Alliance for the Future,AF,0.572
2011.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.342
2011.0,PER,575.0,Union for Peru,UPP,0.625
2011.0,PER,788.0,Center Front,FDC,0.224
2011.0,PER,1780.0,Christian People's Party,PPC,0.091
2011.0,PER,2554.0,National Unity,UN,0.202
2011.0,PER,4214.0,Popular Force 2011,FP,0.596
2011.0,PER,4215.0,Independent Moralizing Front,FIM,0.294
2011.0,PER,4219.0,Change 90,NM,0.532
2011.0,PER,4223.0,We are Peru,SP,0.378
2011.0,PER,4860.0,United Left,IU,0.843
2011.0,PER,4861.0,Peru Posible,PP,0.578
2011.0,PER,4879.0,National Renewal,NR,0.256
2011.0,PER,5130.0,Peru 2000,P,0.431
2011.0,PER,8066.0,Socialist Left,IS,0.809
2011.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
2011.0,PER,93579.0,alliance: Alianza Electoral Perú Posible,Alianza Elec...,0.228
2011.0,PER,93580.0,alliance: Alianza Por El Gran Cambio,Alianza Por ...,0.175
2012.0,PER,290.0,National Solidarity Party,SN,0.338
2012.0,PER,345.0,Peruvian Nationalist Party,PNP,0.804
2012.0,PER,499.0,Alliance for the Future,AF,0.572
2012.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.342
2012.0,PER,575.0,Union for Peru,UPP,0.625
2012.0,PER,788.0,Center Front,FDC,0.224
2012.0,PER,1780.0,Christian People's Party,PPC,0.091
2012.0,PER,2554.0,National Unity,UN,0.202
2012.0,PER,4214.0,Popular Force 2011,FP,0.5952
2012.0,PER,4215.0,Independent Moralizing Front,FIM,0.294
2012.0,PER,4219.0,Change 90,NM,0.532
2012.0,PER,4223.0,We are Peru,SP,0.378
2012.0,PER,4860.0,United Left,IU,0.843
2012.0,PER,4861.0,Peru Posible,PP,0.578
2012.0,PER,4879.0,National Renewal,NR,0.256
2012.0,PER,5130.0,Peru 2000,P,0.431
2012.0,PER,8066.0,Socialist Left,IS,0.809
2012.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
2012.0,PER,93579.0,alliance: Alianza Electoral Perú Posible,Alianza Elec...,0.228
2012.0,PER,93580.0,alliance: Alianza Por El Gran Cambio,Alianza Por ...,0.175
2013.0,PER,290.0,National Solidarity Party,SN,0.338
2013.0,PER,345.0,Peruvian Nationalist Party,PNP,0.804
2013.0,PER,499.0,Alliance for the Future,AF,0.572
2013.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.342
2013.0,PER,575.0,Union for Peru,UPP,0.625
2013.0,PER,788.0,Center Front,FDC,0.224
2013.0,PER,1780.0,Christian People's Party,PPC,0.091
2013.0,PER,2554.0,National Unity,UN,0.202
2013.0,PER,4214.0,Popular Force 2011,FP,0.5943999999999999
2013.0,PER,4215.0,Independent Moralizing Front,FIM,0.294
2013.0,PER,4219.0,Change 90,NM,0.532
2013.0,PER,4223.0,We are Peru,SP,0.378
2013.0,PER,4860.0,United Left,IU,0.843
2013.0,PER,4861.0,Peru Posible,PP,0.578
2013.0,PER,4879.0,National Renewal,NR,0.256
2013.0,PER,5130.0,Peru 2000,P,0.431
2013.0,PER,8066.0,Socialist Left,IS,0.809
2013.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
2013.0,PER,93579.0,alliance: Alianza Electoral Perú Posible,Alianza Elec...,0.228
2013.0,PER,93580.0,alliance: Alianza Por El Gran Cambio,Alianza Por ...,0.175
2014.0,PER,290.0,National Solidarity Party,SN,0.338
2014.0,PER,345.0,Peruvian Nationalist Party,PNP,0.804
2014.0,PER,499.0,Alliance for the Future,AF,0.572
2014.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.342
2014.0,PER,575.0,Union for Peru,UPP,0.625
2014.0,PER,788.0,Center Front,FDC,0.224
2014.0,PER,1780.0,Christian People's Party,PPC,0.091
2014.0,PER,2554.0,National Unity,UN,0.202
2014.0,PER,4214.0,Popular Force 2011,FP,0.5936
2014.0,PER,4215.0,Independent Moralizing Front,FIM,0.294
2014.0,PER,4219.0,Change 90,NM,0.532
2014.0,PER,4223.0,We are Peru,SP,0.378
2014.0,PER,4860.0,United Left,IU,0.843
2014.0,PER,4861.0,Peru Posible,PP,0.578
2014.0,PER,4879.0,National Renewal,NR,0.256
2014.0,PER,5130.0,Peru 2000,P,0.431
2014.0,PER,8066.0,Socialist Left,IS,0.809
2014.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
2014.0,PER,93579.0,alliance: Alianza Electoral Perú Posible,Alianza Elec...,0.228
2014.0,PER,93580.0,alliance: Alianza Por El Gran Cambio,Alianza Por ...,0.175
2015.0,PER,290.0,National Solidarity Party,SN,0.338
2015.0,PER,345.0,Peruvian Nationalist Party,PNP,0.804
2015.0,PER,499.0,Alliance for the Future,AF,0.572
2015.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.342
2015.0,PER,575.0,Union for Peru,UPP,0.625
2015.0,PER,788.0,Center Front,FDC,0.224
2015.0,PER,1780.0,Christian People's Party,PPC,0.091
2015.0,PER,2554.0,National Unity,UN,0.202
2015.0,PER,4214.0,Popular Force 2011,FP,0.5928
2015.0,PER,4215.0,Independent Moralizing Front,FIM,0.294
2015.0,PER,4219.0,Change 90,NM,0.532
2015.0,PER,4223.0,We are Peru,SP,0.378
2015.0,PER,4860.0,United Left,IU,0.843
2015.0,PER,4861.0,Peru Posible,PP,0.578
2015.0,PER,4879.0,National Renewal,NR,0.256
2015.0,PER,5130.0,Peru 2000,P,0.431
2015.0,PER,8066.0,Socialist Left,IS,0.809
2015.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
2015.0,PER,93579.0,alliance: Alianza Electoral Perú Posible,Alianza Elec...,0.228
2015.0,PER,93580.0,alliance: Alianza Por El Gran Cambio,Alianza Por ...,0.175
2016.0,PER,290.0,National Solidarity Party,SN,0.338
2016.0,PER,345.0,Peruvian Nationalist Party,PNP,0.804
2016.0,PER,499.0,Alliance for the Future,AF,0.572
2016.0,PER,514.0,Popular Action,AP,0.183
2016.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.342
2016.0,PER,575.0,Union for Peru,UPP,0.625
2016.0,PER,788.0,Center Front,FDC,0.224
2016.0,PER,1780.0,Christian People's Party,PPC,0.091
2016.0,PER,2554.0,National Unity,UN,0.202
2016.0,PER,4214.0,Popular Force 2011,FP,0.592
2016.0,PER,4215.0,Independent Moralizing Front,FIM,0.294
2016.0,PER,4218.0,Alliance for Progress,APEP,0.298
2016.0,PER,4219.0,Change 90,NM,0.532
2016.0,PER,4223.0,We are Peru,SP,0.378
2016.0,PER,4860.0,United Left,IU,0.843
2016.0,PER,4861.0,Peru Posible,PP,0.578
2016.0,PER,4879.0,National Renewal,NR,0.256
2016.0,PER,5130.0,Peru 2000,P,0.431
2016.0,PER,6646.0,"Broad Front for Justice, Life and Liberty",Frente Amplio,0.924
2016.0,PER,6647.0,Peruvians for Change,PPK,0.075
2016.0,PER,8066.0,Socialist Left,IS,0.809
2016.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
2016.0,PER,93579.0,alliance: Alianza Electoral Perú Posible,Alianza Elec...,0.228
2016.0,PER,93580.0,alliance: Alianza Por El Gran Cambio,Alianza Por ...,0.175
2016.0,PER,93581.0,alliance: Popular Alliance,Popular Alli...,0.315
2017.0,PER,290.0,National Solidarity Party,SN,0.338
2017.0,PER,345.0,Peruvian Nationalist Party,PNP,0.804
2017.0,PER,499.0,Alliance for the Future,AF,0.572
2017.0,PER,514.0,Popular Action,AP,0.183
2017.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.342
2017.0,PER,575.0,Union for Peru,UPP,0.625
2017.0,PER,788.0,Center Front,FDC,0.224
2017.0,PER,1780.0,Christian People's Party,PPC,0.091
2017.0,PER,2554.0,National Unity,UN,0.202
2017.0,PER,4214.0,Popular Force 2011,FP,0.592
2017.0,PER,4215.0,Independent Moralizing Front,FIM,0.294
2017.0,PER,4218.0,Alliance for Progress,APEP,0.298
2017.0,PER,4219.0,Change 90,NM,0.532
2017.0,PER,4223.0,We are Peru,SP,0.378
2017.0,PER,4860.0,United Left,IU,0.843
2017.0,PER,4861.0,Peru Posible,PP,0.578
2017.0,PER,4879.0,National Renewal,NR,0.256
2017.0,PER,5130.0,Peru 2000,P,0.431
2017.0,PER,6646.0,"Broad Front for Justice, Life and Liberty",Frente Amplio,0.924
2017.0,PER,6647.0,Peruvians for Change,PPK,0.075
2017.0,PER,8066.0,Socialist Left,IS,0.809
2017.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
2017.0,PER,93579.0,alliance: Alianza Electoral Perú Posible,Alianza Elec...,0.228
2017.0,PER,93580.0,alliance: Alianza Por El Gran Cambio,Alianza Por ...,0.175
2017.0,PER,93581.0,alliance: Popular Alliance,Popular Alli...,0.315
2018.0,PER,290.0,National Solidarity Party,SN,0.338
2018.0,PER,345.0,Peruvian Nationalist Party,PNP,0.804
2018.0,PER,499.0,Alliance for the Future,AF,0.572
2018.0,PER,514.0,Popular Action,AP,0.183
2018.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.342
2018.0,PER,575.0,Union for Peru,UPP,0.625
2018.0,PER,788.0,Center Front,FDC,0.224
2018.0,PER,1780.0,Christian People's Party,PPC,0.091
2018.0,PER,2554.0,National Unity,UN,0.202
2018.0,PER,4214.0,Popular Force 2011,FP,0.592
2018.0,PER,4215.0,Independent Moralizing Front,FIM,0.294
2018.0,PER,4218.0,Alliance for Progress,APEP,0.298
2018.0,PER,4219.0,Change 90,NM,0.532
2018.0,PER,4223.0,We are Peru,SP,0.378
2018.0,PER,4860.0,United Left,IU,0.843
2018.0,PER,4861.0,Peru Posible,PP,0.578
2018.0,PER,4879.0,National Renewal,NR,0.256
2018.0,PER,5130.0,Peru 2000,P,0.431
2018.0,PER,6646.0,"Broad Front for Justice, Life and Liberty",Frente Amplio,0.924
2018.0,PER,6647.0,Peruvians for Change,PPK,0.075
2018.0,PER,8066.0,Socialist Left,IS,0.809
2018.0,PER,93578.0,alliance: Democratic Front,Democratic F...,0.115
2018.0,PER,93579.0,alliance: Alianza Electoral Perú Posible,Alianza Elec...,0.228
2018.0,PER,93580.0,alliance: Alianza Por El Gran Cambio,Alianza Por ...,0.175
2018.0,PER,93581.0,alliance: Popular Alliance,Popular Alli...,0.315
2019.0,PER,290.0,National Solidarity Party,SN,0.338
2019.0,PER,345.0,Peruvian Nationalist Party,PNP,0.804
2019.0,PER,499.0,Alliance for the Future,AF,0.572
2019.0,PER,514.0,Popular Action,AP,0.183
2019.0,PER,529.0,American Popular Revolutionary Alliance / Peruvian Aprista Party,APRA/PAP,0.342
